snapshot_id,date,timestamp,sku_id,expected_stock,cv_count,count_confidence
CV00020042,2022-11-11,2022-11-11 23:30:00,45657,242,242,0.925
CV00020043,2022-11-12,2022-11-12 23:30:00,45657,206,206,0.874
CV00020044,2022-11-13,2022-11-13 23:30:00,45657,157,157,0.925
CV00020045,2022-11-14,2022-11-14 23:30:00,45657,355,355,0.883
CV00020046,2022-11-15,2022-11-15 23:30:00,45657,321,322,0.628
CV00020047,2022-11-16,2022-11-16 23:30:00,45657,271,271,0.979
CV00020048,2022-11-17,2022-11-17 23:30:00,45657,198,199,0.879
CV00020049,2022-11-18,2022-11-18 23:30:00,45657,361,361,0.941
CV00020050,2022-11-19,2022-11-19 23:30:00,45657,320,319,0.869
CV00020051,2022-11-20,2022-11-20 23:30:00,45657,277,277,0.897
CV00020052,2022-11-21,2022-11-21 23:30:00,45657,235,234,0.968
CV00020053,2022-11-22,2022-11-22 23:30:00,45657,153,151,0.776
CV00020054,2022-11-23,2022-11-23 23:30:00,45657,327,327,0.944
CV00020055,2022-11-24,2022-11-24 23:30:00,45657,280,279,0.86
CV00020056,2022-11-25,2022-11-25 23:30:00,45657,219,219,0.927
CV00020057,2022-11-26,2022-11-26 23:30:00,45657,187,187,0.935
CV00020058,2022-11-27,2022-11-27 23:30:00,45657,155,155,0.917
CV00020059,2022-11-28,2022-11-28 23:30:00,45657,365,364,0.958
CV00020060,2022-11-29,2022-11-29 23:30:00,45657,333,332,0.967
CV00020061,2022-11-30,2022-11-30 23:30:00,45657,294,293,0.917
CV00020062,2022-12-01,2022-12-01 23:30:00,45657,223,223,0.869
CV00020063,2022-12-02,2022-12-02 23:30:00,45657,157,156,0.909
CV00020064,2022-12-03,2022-12-03 23:30:00,45657,347,348,0.903
CV00020065,2022-12-04,2022-12-04 23:30:00,45657,295,296,0.929
CV00020066,2022-12-05,2022-12-05 23:30:00,45657,248,248,0.904
CV00020067,2022-12-06,2022-12-06 23:30:00,45657,206,205,0.876
CV00020068,2022-12-07,2022-12-07 23:30:00,45657,139,139,0.884
CV00020069,2022-12-08,2022-12-08 23:30:00,45657,299,298,0.869
CV00020070,2022-12-09,2022-12-09 23:30:00,45657,217,217,0.937
CV00020071,2022-12-10,2022-12-10 23:30:00,45657,170,170,0.92
CV00020072,2022-12-11,2022-12-11 23:30:00,45657,362,362,0.928
CV00020073,2022-12-12,2022-12-12 23:30:00,45657,312,311,0.563
CV00020074,2022-12-13,2022-12-13 23:30:00,45657,270,270,0.941
CV00020075,2022-12-14,2022-12-14 23:30:00,45657,218,218,0.892
CV00020076,2022-12-15,2022-12-15 23:30:00,45657,150,150,0.916
CV00020077,2022-12-16,2022-12-16 23:30:00,45657,288,288,0.882
CV00020078,2022-12-17,2022-12-17 23:30:00,45657,251,251,0.92
CV00020079,2022-12-18,2022-12-18 23:30:00,45657,212,213,0.883
CV00020080,2022-12-19,2022-12-19 23:30:00,45657,170,170,0.925
CV00020081,2022-12-20,2022-12-20 23:30:00,45657,357,356,0.693
CV00020082,2022-12-21,2022-12-21 23:30:00,45657,311,310,0.948
CV00020083,2022-12-22,2022-12-22 23:30:00,45657,224,224,0.892
CV00020084,2022-12-23,2022-12-23 23:30:00,45657,354,354,0.925
CV00020085,2022-12-24,2022-12-24 23:30:00,45657,290,291,0.951
CV00020086,2022-12-25,2022-12-25 23:30:00,45657,290,289,0.986
CV00020087,2022-12-26,2022-12-26 23:30:00,45657,247,246,0.929
CV00020088,2022-12-27,2022-12-27 23:30:00,45657,204,203,0.771
CV00020089,2022-12-28,2022-12-28 23:30:00,45657,159,160,0.728
CV00020090,2022-12-29,2022-12-29 23:30:00,45657,335,334,0.975
CV00020091,2022-12-30,2022-12-30 23:30:00,45657,296,295,0.947
CV00020092,2022-12-31,2022-12-31 23:30:00,45657,228,228,0.952
CV00020093,2023-01-01,2023-01-01 23:30:00,45657,199,199,0.911
CV00020094,2023-01-02,2023-01-02 23:30:00,45657,154,154,0.872
CV00020095,2023-01-03,2023-01-03 23:30:00,45657,347,346,0.573
CV00020096,2023-01-04,2023-01-04 23:30:00,45657,304,305,0.643
CV00020097,2023-01-05,2023-01-05 23:30:00,45657,247,247,0.88
CV00020098,2023-01-06,2023-01-06 23:30:00,45657,187,188,0.862
CV00020099,2023-01-07,2023-01-07 23:30:00,45657,160,160,0.903
CV00020100,2023-01-08,2023-01-08 23:30:00,45657,361,362,0.886
CV00020101,2023-01-09,2023-01-09 23:30:00,45657,338,337,0.875
CV00020102,2023-01-10,2023-01-10 23:30:00,45657,310,311,0.974
CV00020103,2023-01-11,2023-01-11 23:30:00,45657,276,276,0.939
CV00020104,2023-01-12,2023-01-12 23:30:00,45657,229,229,0.899
CV00020105,2023-01-13,2023-01-13 23:30:00,45657,176,173,0.729
CV00020106,2023-01-14,2023-01-14 23:30:00,45657,155,155,0.899
CV00020107,2023-01-15,2023-01-15 23:30:00,45657,362,362,0.92
CV00020108,2023-01-16,2023-01-16 23:30:00,45657,330,329,0.871
CV00020109,2023-01-17,2023-01-17 23:30:00,45657,300,300,0.92
CV00020110,2023-01-18,2023-01-18 23:30:00,45657,276,277,0.642
CV00020111,2023-01-19,2023-01-19 23:30:00,45657,230,229,0.927
CV00020112,2023-01-20,2023-01-20 23:30:00,45657,195,195,0.899
CV00020113,2023-01-21,2023-01-21 23:30:00,45657,157,156,0.902
CV00020114,2023-01-22,2023-01-22 23:30:00,45657,361,360,0.962
CV00020115,2023-01-23,2023-01-23 23:30:00,45657,338,338,0.895
CV00020116,2023-01-24,2023-01-24 23:30:00,45657,310,310,0.889
CV00020117,2023-01-25,2023-01-25 23:30:00,45657,271,271,0.936
CV00020118,2023-01-26,2023-01-26 23:30:00,45657,233,234,0.97
CV00020119,2023-01-27,2023-01-27 23:30:00,45657,188,189,0.72
CV00020120,2023-01-28,2023-01-28 23:30:00,45657,163,163,0.967
CV00020121,2023-01-29,2023-01-29 23:30:00,45657,142,142,0.935
CV00020122,2023-01-30,2023-01-30 23:30:00,45657,352,352,0.868
CV00020123,2023-01-31,2023-01-31 23:30:00,45657,328,328,0.923
CV00020124,2023-02-01,2023-02-01 23:30:00,45657,287,287,0.89
CV00020125,2023-02-02,2023-02-02 23:30:00,45657,239,239,0.967
CV00020126,2023-02-03,2023-02-03 23:30:00,45657,189,189,0.922
CV00020127,2023-02-04,2023-02-04 23:30:00,45657,161,161,0.977
CV00020128,2023-02-05,2023-02-05 23:30:00,45657,358,358,0.881
CV00020129,2023-02-06,2023-02-06 23:30:00,45657,333,332,0.881
CV00020130,2023-02-07,2023-02-07 23:30:00,45657,305,306,0.937
CV00020131,2023-02-08,2023-02-08 23:30:00,45657,269,268,0.881
CV00020132,2023-02-09,2023-02-09 23:30:00,45657,198,198,0.875
CV00020133,2023-02-10,2023-02-10 23:30:00,45657,364,363,0.932
CV00020134,2023-02-11,2023-02-11 23:30:00,45657,314,314,0.979
CV00020135,2023-02-12,2023-02-12 23:30:00,45657,288,289,0.899
CV00020136,2023-02-13,2023-02-13 23:30:00,45657,247,247,0.953
CV00020137,2023-02-14,2023-02-14 23:30:00,45657,211,210,0.877
CV00020138,2023-02-15,2023-02-15 23:30:00,45657,163,163,0.913
CV00020139,2023-02-16,2023-02-16 23:30:00,45657,356,356,0.873
CV00020140,2023-02-17,2023-02-17 23:30:00,45657,310,311,0.948
CV00020141,2023-02-18,2023-02-18 23:30:00,45657,280,280,0.971
CV00020142,2023-02-19,2023-02-19 23:30:00,45657,259,259,0.942
CV00020143,2023-02-20,2023-02-20 23:30:00,45657,224,224,0.986
CV00020144,2023-02-21,2023-02-21 23:30:00,45657,177,176,0.925
CV00020145,2023-02-22,2023-02-22 23:30:00,45657,139,139,0.925
CV00020146,2023-02-23,2023-02-23 23:30:00,45657,319,318,0.956
CV00020147,2023-02-24,2023-02-24 23:30:00,45657,262,262,0.923
CV00020148,2023-02-25,2023-02-25 23:30:00,45657,231,231,0.958
CV00020149,2023-02-26,2023-02-26 23:30:00,45657,210,209,0.966
CV00020150,2023-02-27,2023-02-27 23:30:00,45657,168,168,0.912
CV00020151,2023-02-28,2023-02-28 23:30:00,45657,147,147,0.947
CV00020152,2023-03-01,2023-03-01 23:30:00,45657,331,330,0.91
CV00020153,2023-03-02,2023-03-02 23:30:00,45657,285,285,0.951
CV00020154,2023-03-03,2023-03-03 23:30:00,45657,219,219,0.974
CV00020155,2023-03-04,2023-03-04 23:30:00,45657,179,180,0.948
CV00020156,2023-03-05,2023-03-05 23:30:00,45657,153,153,0.959
CV00020157,2023-03-06,2023-03-06 23:30:00,45657,343,343,0.938
CV00020158,2023-03-07,2023-03-07 23:30:00,45657,301,300,0.934
CV00020159,2023-03-08,2023-03-08 23:30:00,45657,250,250,0.946
CV00020160,2023-03-09,2023-03-09 23:30:00,45657,205,204,0.899
CV00020161,2023-03-10,2023-03-10 23:30:00,45657,144,144,0.909
CV00020162,2023-03-11,2023-03-11 23:30:00,45657,333,334,0.653
CV00020163,2023-03-12,2023-03-12 23:30:00,45657,293,292,0.953
CV00020164,2023-03-13,2023-03-13 23:30:00,45657,261,260,0.954
CV00020165,2023-03-14,2023-03-14 23:30:00,45657,218,218,0.899
CV00020166,2023-03-15,2023-03-15 23:30:00,45657,159,159,0.956
CV00020167,2023-03-16,2023-03-16 23:30:00,45657,343,343,0.929
CV00020168,2023-03-17,2023-03-17 23:30:00,45657,291,291,0.867
CV00020169,2023-03-18,2023-03-18 23:30:00,45657,268,267,0.941
CV00020170,2023-03-19,2023-03-19 23:30:00,45657,245,245,0.917
CV00020171,2023-03-20,2023-03-20 23:30:00,45657,207,208,0.873
CV00020172,2023-03-21,2023-03-21 23:30:00,45657,168,167,0.927
CV00020173,2023-03-22,2023-03-22 23:30:00,45657,358,359,0.882
CV00020174,2023-03-23,2023-03-23 23:30:00,45657,300,301,0.982
CV00020175,2023-03-24,2023-03-24 23:30:00,45657,246,246,0.966
CV00020176,2023-03-25,2023-03-25 23:30:00,45657,209,209,0.865
CV00020177,2023-03-26,2023-03-26 23:30:00,45657,178,178,0.955
CV00020178,2023-03-27,2023-03-27 23:30:00,45657,143,142,0.646
CV00020179,2023-03-28,2023-03-28 23:30:00,45657,339,339,0.894
CV00020180,2023-03-29,2023-03-29 23:30:00,45657,289,289,0.896
CV00020181,2023-03-30,2023-03-30 23:30:00,45657,215,215,0.884
CV00020182,2023-03-31,2023-03-31 23:30:00,45657,162,162,0.893
CV00020183,2023-04-01,2023-04-01 23:30:00,45657,352,352,0.891
CV00020184,2023-04-02,2023-04-02 23:30:00,45657,313,313,0.926
CV00020185,2023-04-03,2023-04-03 23:30:00,45657,274,275,0.925
CV00020186,2023-04-04,2023-04-04 23:30:00,45657,234,234,0.922
CV00020187,2023-04-05,2023-04-05 23:30:00,45657,191,191,0.95
CV00020188,2023-04-06,2023-04-06 23:30:00,45657,362,363,0.978
CV00020189,2023-04-07,2023-04-07 23:30:00,45657,288,288,0.986
CV00020190,2023-04-08,2023-04-08 23:30:00,45657,253,249,0.756
CV00020191,2023-04-09,2023-04-09 23:30:00,45657,212,212,0.958
CV00020192,2023-04-10,2023-04-10 23:30:00,45657,181,181,0.943
CV00020193,2023-04-11,2023-04-11 23:30:00,45657,141,142,0.942
CV00020194,2023-04-12,2023-04-12 23:30:00,45657,334,331,0.789
CV00020195,2023-04-13,2023-04-13 23:30:00,45657,285,283,0.863
CV00020196,2023-04-14,2023-04-14 23:30:00,45657,231,231,0.941
CV00020197,2023-04-15,2023-04-15 23:30:00,45657,206,207,0.971
CV00020198,2023-04-16,2023-04-16 23:30:00,45657,173,173,0.926
CV00020199,2023-04-17,2023-04-17 23:30:00,45657,142,142,0.907
CV00020200,2023-04-18,2023-04-18 23:30:00,45657,334,334,0.876
CV00020201,2023-04-19,2023-04-19 23:30:00,45657,307,306,0.883
CV00020202,2023-04-20,2023-04-20 23:30:00,45657,265,265,0.907
CV00020203,2023-04-21,2023-04-21 23:30:00,45657,200,200,0.927
CV00020204,2023-04-22,2023-04-22 23:30:00,45657,171,172,0.964
CV00020205,2023-04-23,2023-04-23 23:30:00,45657,367,368,0.757
CV00020206,2023-04-24,2023-04-24 23:30:00,45657,339,339,0.897
CV00020207,2023-04-25,2023-04-25 23:30:00,45657,304,303,0.988
CV00020208,2023-04-26,2023-04-26 23:30:00,45657,273,274,0.972
CV00020209,2023-04-27,2023-04-27 23:30:00,45657,218,217,0.948
CV00020210,2023-04-28,2023-04-28 23:30:00,45657,154,153,0.669
CV00020211,2023-04-29,2023-04-29 23:30:00,45657,355,355,0.967
CV00020212,2023-04-30,2023-04-30 23:30:00,45657,314,314,0.952
CV00020213,2023-05-01,2023-05-01 23:30:00,45657,284,283,0.947
CV00020214,2023-05-02,2023-05-02 23:30:00,45657,252,249,0.727
CV00020215,2023-05-03,2023-05-03 23:30:00,45657,200,201,0.94
CV00020216,2023-05-04,2023-05-04 23:30:00,45657,354,354,0.9
CV00020217,2023-05-05,2023-05-05 23:30:00,45657,298,298,0.862
CV00020218,2023-05-06,2023-05-06 23:30:00,45657,267,267,0.982
CV00020219,2023-05-07,2023-05-07 23:30:00,45657,238,237,0.928
CV00020220,2023-05-08,2023-05-08 23:30:00,45657,194,194,0.965
CV00020221,2023-05-09,2023-05-09 23:30:00,45657,154,154,0.968
CV00020222,2023-05-10,2023-05-10 23:30:00,45657,329,330,0.879
CV00020223,2023-05-11,2023-05-11 23:30:00,45657,274,274,0.973
CV00020224,2023-05-12,2023-05-12 23:30:00,45657,197,197,0.892
CV00020225,2023-05-13,2023-05-13 23:30:00,45657,156,156,0.983
CV00020226,2023-05-14,2023-05-14 23:30:00,45657,356,357,0.951
CV00020227,2023-05-15,2023-05-15 23:30:00,45657,311,312,0.775
CV00020228,2023-05-16,2023-05-16 23:30:00,45657,283,283,0.864
CV00020229,2023-05-17,2023-05-17 23:30:00,45657,244,244,0.863
CV00020230,2023-05-18,2023-05-18 23:30:00,45657,186,186,0.969
CV00020231,2023-05-19,2023-05-19 23:30:00,45657,356,357,0.899
CV00020232,2023-05-20,2023-05-20 23:30:00,45657,314,315,0.978
CV00020233,2023-05-21,2023-05-21 23:30:00,45657,281,282,0.934
CV00020234,2023-05-22,2023-05-22 23:30:00,45657,248,248,0.981
CV00020235,2023-05-23,2023-05-23 23:30:00,45657,202,203,0.735
CV00020236,2023-05-24,2023-05-24 23:30:00,45657,171,172,0.888
CV00020237,2023-05-25,2023-05-25 23:30:00,45657,341,340,0.971
CV00020238,2023-05-26,2023-05-26 23:30:00,45657,304,304,0.904
CV00020239,2023-05-27,2023-05-27 23:30:00,45657,269,269,0.914
CV00020240,2023-05-28,2023-05-28 23:30:00,45657,236,235,0.868
CV00020241,2023-05-29,2023-05-29 23:30:00,45657,209,209,0.986
CV00020242,2023-05-30,2023-05-30 23:30:00,45657,175,175,0.954
CV00020243,2023-05-31,2023-05-31 23:30:00,45657,364,363,0.921
CV00020244,2023-06-01,2023-06-01 23:30:00,45657,253,253,0.961
CV00020245,2023-06-02,2023-06-02 23:30:00,45657,198,198,0.942
CV00020246,2023-06-03,2023-06-03 23:30:00,45657,158,157,0.917
CV00020247,2023-06-04,2023-06-04 23:30:00,45657,356,357,0.901
CV00020248,2023-06-05,2023-06-05 23:30:00,45657,315,311,0.84
CV00020249,2023-06-06,2023-06-06 23:30:00,45657,271,272,0.668
CV00020250,2023-06-07,2023-06-07 23:30:00,45657,231,231,0.96
CV00020251,2023-06-08,2023-06-08 23:30:00,45657,162,163,0.923
CV00020252,2023-06-09,2023-06-09 23:30:00,45657,318,318,0.934
CV00020253,2023-06-10,2023-06-10 23:30:00,45657,276,275,0.87
CV00020254,2023-06-11,2023-06-11 23:30:00,45657,235,235,0.949
CV00020255,2023-06-12,2023-06-12 23:30:00,45657,188,188,0.868
CV00020256,2023-06-13,2023-06-13 23:30:00,45657,367,367,0.917
CV00020257,2023-06-14,2023-06-14 23:30:00,45657,316,315,0.693
CV00020258,2023-06-15,2023-06-15 23:30:00,45657,249,249,0.877
CV00020259,2023-06-16,2023-06-16 23:30:00,45657,177,176,0.95
CV00020260,2023-06-17,2023-06-17 23:30:00,45657,141,141,0.938
CV00020261,2023-06-18,2023-06-18 23:30:00,45657,331,332,0.968
CV00020262,2023-06-19,2023-06-19 23:30:00,45657,298,297,0.98
CV00020263,2023-06-20,2023-06-20 23:30:00,45657,260,260,0.929
CV00020264,2023-06-21,2023-06-21 23:30:00,45657,205,204,0.919
CV00020265,2023-06-22,2023-06-22 23:30:00,45657,143,142,0.62
CV00020266,2023-06-23,2023-06-23 23:30:00,45657,308,308,0.938
CV00020267,2023-06-24,2023-06-24 23:30:00,45657,283,284,0.896
CV00020268,2023-06-25,2023-06-25 23:30:00,45657,252,251,0.867
CV00020269,2023-06-26,2023-06-26 23:30:00,45657,220,221,0.874
CV00020270,2023-06-27,2023-06-27 23:30:00,45657,181,181,0.871
CV00020271,2023-06-28,2023-06-28 23:30:00,45657,338,338,0.915
CV00020272,2023-06-29,2023-06-29 23:30:00,45657,273,272,0.989
CV00020273,2023-06-30,2023-06-30 23:30:00,45657,206,206,0.889
CV00020274,2023-07-01,2023-07-01 23:30:00,45657,139,139,0.983
CV00020275,2023-07-02,2023-07-02 23:30:00,45657,314,313,0.883
CV00020276,2023-07-03,2023-07-03 23:30:00,45657,259,258,0.925
CV00020277,2023-07-04,2023-07-04 23:30:00,45657,190,191,0.892
CV00020278,2023-07-05,2023-07-05 23:30:00,45657,364,364,0.979
CV00020279,2023-07-06,2023-07-06 23:30:00,45657,311,311,0.965
CV00020280,2023-07-07,2023-07-07 23:30:00,45657,237,237,0.904
CV00020281,2023-07-08,2023-07-08 23:30:00,45657,178,179,0.932
CV00020282,2023-07-09,2023-07-09 23:30:00,45657,363,361,0.766
CV00020283,2023-07-10,2023-07-10 23:30:00,45657,307,307,0.954
CV00020284,2023-07-11,2023-07-11 23:30:00,45657,262,260,0.812
CV00020285,2023-07-12,2023-07-12 23:30:00,45657,213,213,0.955
CV00020286,2023-07-13,2023-07-13 23:30:00,45657,144,143,0.871
CV00020287,2023-07-14,2023-07-14 23:30:00,45657,290,290,0.933
CV00020288,2023-07-15,2023-07-15 23:30:00,45657,246,246,0.963
CV00020289,2023-07-16,2023-07-16 23:30:00,45657,204,205,0.693
CV00020290,2023-07-17,2023-07-17 23:30:00,45657,150,151,0.977
CV00020291,2023-07-18,2023-07-18 23:30:00,45657,334,334,0.935
CV00020292,2023-07-19,2023-07-19 23:30:00,45657,274,275,0.895
CV00020293,2023-07-20,2023-07-20 23:30:00,45657,214,213,0.869
CV00020294,2023-07-21,2023-07-21 23:30:00,45657,146,147,0.88
CV00020295,2023-07-22,2023-07-22 23:30:00,45657,331,331,0.917
CV00020296,2023-07-23,2023-07-23 23:30:00,45657,298,299,0.888
CV00020297,2023-07-24,2023-07-24 23:30:00,45657,263,263,0.952
CV00020298,2023-07-25,2023-07-25 23:30:00,45657,222,222,0.908
CV00020299,2023-07-26,2023-07-26 23:30:00,45657,168,168,0.883
CV00020300,2023-07-27,2023-07-27 23:30:00,45657,349,348,0.879
CV00020301,2023-07-28,2023-07-28 23:30:00,45657,275,274,0.92
CV00020302,2023-07-29,2023-07-29 23:30:00,45657,239,238,0.938
CV00020303,2023-07-30,2023-07-30 23:30:00,45657,200,201,0.919
CV00020304,2023-07-31,2023-07-31 23:30:00,45657,159,159,0.935
CV00020305,2023-08-01,2023-08-01 23:30:00,45657,334,333,0.966
CV00020306,2023-08-02,2023-08-02 23:30:00,45657,275,274,0.98
CV00020307,2023-08-03,2023-08-03 23:30:00,45657,203,203,0.923
CV00020308,2023-08-04,2023-08-04 23:30:00,45657,365,365,0.903
CV00020309,2023-08-05,2023-08-05 23:30:00,45657,308,308,0.904
CV00020310,2023-08-06,2023-08-06 23:30:00,45657,254,253,0.865
CV00020311,2023-08-07,2023-08-07 23:30:00,45657,205,205,0.978
CV00020312,2023-08-08,2023-08-08 23:30:00,45657,144,144,0.888
CV00020313,2023-08-09,2023-08-09 23:30:00,45657,300,299,0.965
CV00020314,2023-08-10,2023-08-10 23:30:00,45657,234,235,0.86
CV00020315,2023-08-11,2023-08-11 23:30:00,45657,144,145,0.633
CV00020316,2023-08-12,2023-08-12 23:30:00,45657,316,316,0.963
CV00020317,2023-08-13,2023-08-13 23:30:00,45657,277,277,0.982
CV00020318,2023-08-14,2023-08-14 23:30:00,45657,231,230,0.899
CV00020319,2023-08-15,2023-08-15 23:30:00,45657,195,196,0.886
CV00020320,2023-08-16,2023-08-16 23:30:00,45657,140,141,0.615
CV00020321,2023-08-17,2023-08-17 23:30:00,45657,303,302,0.882
CV00020322,2023-08-18,2023-08-18 23:30:00,45657,212,211,0.931
CV00020323,2023-08-19,2023-08-19 23:30:00,45657,167,167,0.965
CV00020324,2023-08-20,2023-08-20 23:30:00,45657,356,356,0.968
CV00020325,2023-08-21,2023-08-21 23:30:00,45657,306,307,0.971
CV00020326,2023-08-22,2023-08-22 23:30:00,45657,262,262,0.881
CV00020327,2023-08-23,2023-08-23 23:30:00,45657,223,223,0.926
CV00020328,2023-08-24,2023-08-24 23:30:00,45657,160,160,0.95
CV00020329,2023-08-25,2023-08-25 23:30:00,45657,315,316,0.952
CV00020330,2023-08-26,2023-08-26 23:30:00,45657,257,257,0.989
CV00020331,2023-08-27,2023-08-27 23:30:00,45657,227,227,0.989
CV00020332,2023-08-28,2023-08-28 23:30:00,45657,194,194,0.911
CV00020333,2023-08-29,2023-08-29 23:30:00,45657,146,145,0.918
CV00020334,2023-08-30,2023-08-30 23:30:00,45657,316,316,0.913
CV00020335,2023-08-31,2023-08-31 23:30:00,45657,239,240,0.898
CV00020336,2023-09-01,2023-09-01 23:30:00,45657,172,173,0.937
CV00020337,2023-09-02,2023-09-02 23:30:00,45657,331,332,0.905
CV00020338,2023-09-03,2023-09-03 23:30:00,45657,293,293,0.903
CV00020339,2023-09-04,2023-09-04 23:30:00,45657,242,242,0.958
CV00020340,2023-09-05,2023-09-05 23:30:00,45657,191,191,0.967
CV00020341,2023-09-06,2023-09-06 23:30:00,45657,356,356,0.861
CV00020342,2023-09-07,2023-09-07 23:30:00,45657,285,286,0.942
CV00020343,2023-09-08,2023-09-08 23:30:00,45657,207,207,0.862
CV00020344,2023-09-09,2023-09-09 23:30:00,45657,154,155,0.88
CV00020345,2023-09-10,2023-09-10 23:30:00,45657,353,354,0.908
CV00020346,2023-09-11,2023-09-11 23:30:00,45657,320,321,0.971
CV00020347,2023-09-12,2023-09-12 23:30:00,45657,283,284,0.867
CV00020348,2023-09-13,2023-09-13 23:30:00,45657,223,223,0.92
CV00020349,2023-09-14,2023-09-14 23:30:00,45657,172,172,0.976
CV00020350,2023-09-15,2023-09-15 23:30:00,45657,340,339,0.924
CV00020351,2023-09-16,2023-09-16 23:30:00,45657,301,301,0.869
CV00020352,2023-09-17,2023-09-17 23:30:00,45657,260,259,0.638
CV00020353,2023-09-18,2023-09-18 23:30:00,45657,234,234,0.908
CV00020354,2023-09-19,2023-09-19 23:30:00,45657,179,179,0.913
CV00020355,2023-09-20,2023-09-20 23:30:00,45657,145,145,0.949
CV00020356,2023-09-21,2023-09-21 23:30:00,45657,333,332,0.97
CV00020357,2023-09-22,2023-09-22 23:30:00,45657,257,257,0.916
CV00020358,2023-09-23,2023-09-23 23:30:00,45657,216,215,0.971
CV00020359,2023-09-24,2023-09-24 23:30:00,45657,174,173,0.949
CV00020360,2023-09-25,2023-09-25 23:30:00,45657,152,152,0.923
CV00020361,2023-09-26,2023-09-26 23:30:00,45657,348,348,0.87
CV00020362,2023-09-27,2023-09-27 23:30:00,45657,311,311,0.906
CV00020363,2023-09-28,2023-09-28 23:30:00,45657,248,247,0.941
CV00020364,2023-09-29,2023-09-29 23:30:00,45657,182,182,0.915
CV00020365,2023-09-30,2023-09-30 23:30:00,45657,143,142,0.917
CV00020366,2023-10-01,2023-10-01 23:30:00,45657,345,345,0.965
CV00020367,2023-10-02,2023-10-02 23:30:00,45657,303,303,0.906
CV00020368,2023-10-03,2023-10-03 23:30:00,45657,266,266,0.872
CV00020369,2023-10-04,2023-10-04 23:30:00,45657,217,218,0.909
CV00020370,2023-10-05,2023-10-05 23:30:00,45657,148,148,0.957
CV00020371,2023-10-06,2023-10-06 23:30:00,45657,298,299,0.938
CV00020372,2023-10-07,2023-10-07 23:30:00,45657,252,251,0.979
CV00020373,2023-10-08,2023-10-08 23:30:00,45657,210,210,0.928
CV00020374,2023-10-09,2023-10-09 23:30:00,45657,176,177,0.898
CV00020375,2023-10-10,2023-10-10 23:30:00,45657,366,366,0.921
CV00020376,2023-10-11,2023-10-11 23:30:00,45657,319,320,0.898
CV00020377,2023-10-12,2023-10-12 23:30:00,45657,273,274,0.929
CV00020378,2023-10-13,2023-10-13 23:30:00,45657,191,191,0.883
CV00020379,2023-10-14,2023-10-14 23:30:00,45657,147,148,0.975
CV00020380,2023-10-15,2023-10-15 23:30:00,45657,342,342,0.954
CV00020381,2023-10-16,2023-10-16 23:30:00,45657,305,305,0.96
CV00020382,2023-10-17,2023-10-17 23:30:00,45657,266,267,0.974
CV00020383,2023-10-18,2023-10-18 23:30:00,45657,218,219,0.901
CV00020384,2023-10-19,2023-10-19 23:30:00,45657,156,156,0.86
CV00020385,2023-10-20,2023-10-20 23:30:00,45657,302,301,0.934
CV00020386,2023-10-21,2023-10-21 23:30:00,45657,261,260,0.939
CV00020387,2023-10-22,2023-10-22 23:30:00,45657,228,228,0.975
CV00020388,2023-10-23,2023-10-23 23:30:00,45657,188,187,0.941
CV00020389,2023-10-24,2023-10-24 23:30:00,45657,161,162,0.883
CV00020390,2023-10-25,2023-10-25 23:30:00,45657,345,345,0.98
CV00020391,2023-10-26,2023-10-26 23:30:00,45657,283,283,0.881
CV00020392,2023-10-27,2023-10-27 23:30:00,45657,216,215,0.874
CV00020393,2023-10-28,2023-10-28 23:30:00,45657,168,169,0.961
CV00020394,2023-10-29,2023-10-29 23:30:00,45657,362,363,0.868
CV00020395,2023-10-30,2023-10-30 23:30:00,45657,324,324,0.929
CV00020396,2023-10-31,2023-10-31 23:30:00,45657,291,291,0.982
CV00020397,2023-11-01,2023-11-01 23:30:00,45657,248,249,0.883
CV00020398,2023-11-02,2023-11-02 23:30:00,45657,194,195,0.961
CV00020399,2023-11-03,2023-11-03 23:30:00,45657,342,343,0.921
CV00020400,2023-11-04,2023-11-04 23:30:00,45657,304,300,0.821
CV00020401,2023-11-05,2023-11-05 23:30:00,45657,259,260,0.963
CV00020402,2023-11-06,2023-11-06 23:30:00,45657,228,228,0.897
CV00020403,2023-11-07,2023-11-07 23:30:00,45657,197,196,0.963
CV00020404,2023-11-08,2023-11-08 23:30:00,45657,143,144,0.915
CV00020405,2023-11-09,2023-11-09 23:30:00,45657,316,316,0.863
CV00020406,2023-11-10,2023-11-10 23:30:00,45657,221,222,0.86
CV00020407,2023-11-11,2023-11-11 23:30:00,45657,169,169,0.966
CV00020408,2023-11-12,2023-11-12 23:30:00,45657,368,369,0.935
CV00020409,2023-11-13,2023-11-13 23:30:00,45657,331,332,0.709
CV00020410,2023-11-14,2023-11-14 23:30:00,45657,298,299,0.872
CV00020411,2023-11-15,2023-11-15 23:30:00,45657,263,264,0.954
CV00020412,2023-11-16,2023-11-16 23:30:00,45657,202,201,0.955
CV00020413,2023-11-17,2023-11-17 23:30:00,45657,360,359,0.9
CV00020414,2023-11-18,2023-11-18 23:30:00,45657,327,328,0.879
CV00020415,2023-11-19,2023-11-19 23:30:00,45657,290,289,0.904
CV00020416,2023-11-20,2023-11-20 23:30:00,45657,248,246,0.738
CV00020417,2023-11-21,2023-11-21 23:30:00,45657,208,209,0.679
CV00020418,2023-11-22,2023-11-22 23:30:00,45657,162,162,0.876
