date,sku_id,opening_stock,units_sold,restock_qty,closing_stock,expected_stock
2021-06-19,46019,210,0,0,210,210
2021-06-20,46019,210,0,0,210,210
2021-06-21,46019,210,0,0,210,210
2021-06-22,46019,210,0,0,210,210
2021-06-23,46019,210,0,0,210,210
2021-06-24,46019,210,0,0,210,210
2021-06-25,46019,210,0,0,210,210
2021-06-26,46019,210,0,0,210,210
2021-06-27,46019,210,0,0,210,210
2021-06-28,46019,210,0,0,210,210
2021-06-29,46019,210,0,0,210,210
2021-06-30,46019,210,0,0,210,210
2021-07-01,46019,210,0,0,210,210
2021-07-02,46019,210,0,0,210,210
2021-07-03,46019,210,0,0,210,210
2021-07-04,46019,210,0,0,210,210
2021-07-05,46019,210,0,0,210,210
2021-07-06,46019,210,0,0,210,210
2021-07-07,46019,210,0,0,210,210
2021-07-08,46019,210,0,0,210,210
2021-07-09,46019,210,0,0,210,210
2021-07-10,46019,210,0,0,210,210
2021-07-11,46019,210,0,0,210,210
2021-07-12,46019,210,0,0,210,210
2021-07-13,46019,210,0,0,210,210
2021-07-14,46019,210,0,0,210,210
2021-07-15,46019,210,0,0,210,210
2021-07-16,46019,210,0,0,210,210
2021-07-17,46019,210,0,0,210,210
2021-07-18,46019,210,0,0,210,210
2021-07-19,46019,210,0,0,210,210
2021-07-20,46019,210,0,0,210,210
2021-07-21,46019,210,0,0,210,210
2021-07-22,46019,210,0,0,210,210
2021-07-23,46019,210,0,0,210,210
2021-07-24,46019,210,0,0,210,210
2021-07-25,46019,210,0,0,210,210
2021-07-26,46019,210,0,0,210,210
2021-07-27,46019,210,0,0,210,210
2021-07-28,46019,210,0,0,210,210
2021-07-29,46019,210,0,0,210,210
2021-07-30,46019,210,0,0,210,210
2021-07-31,46019,210,0,0,210,210
2021-08-01,46019,210,0,0,210,210
2021-08-02,46019,210,0,0,210,210
2021-08-03,46019,210,0,0,210,210
2021-08-04,46019,210,0,0,210,210
2021-08-05,46019,210,0,0,210,210
2021-08-06,46019,210,0,0,210,210
2021-08-07,46019,210,0,0,210,210
2021-08-08,46019,210,0,0,210,210
2021-08-09,46019,210,0,0,210,210
2021-08-10,46019,210,0,0,210,210
2021-08-11,46019,210,0,0,210,210
2021-08-12,46019,210,0,0,210,210
2021-08-13,46019,210,0,0,210,210
2021-08-14,46019,210,0,0,210,210
2021-08-15,46019,210,0,0,210,210
2021-08-16,46019,210,0,0,210,210
2021-08-17,46019,210,0,0,210,210
2021-08-18,46019,210,0,0,210,210
2021-08-19,46019,210,0,0,210,210
2021-08-20,46019,210,0,0,210,210
2021-08-21,46019,210,0,0,210,210
2021-08-22,46019,210,0,0,210,210
2021-08-23,46019,210,0,0,210,210
2021-08-24,46019,210,0,0,210,210
2021-08-25,46019,210,0,0,210,210
2021-08-26,46019,210,0,0,210,210
2021-08-27,46019,210,0,0,210,210
2021-08-28,46019,210,0,0,210,210
2021-08-29,46019,210,0,0,210,210
2021-08-30,46019,210,0,0,210,210
2021-08-31,46019,210,0,0,210,210
2021-09-01,46019,210,0,0,210,210
2021-09-02,46019,210,0,0,210,210
2021-09-03,46019,210,0,0,210,210
2021-09-04,46019,210,0,0,210,210
2021-09-05,46019,210,0,0,210,210
2021-09-06,46019,210,0,0,210,210
2021-09-07,46019,210,0,0,210,210
2021-09-08,46019,210,0,0,210,210
2021-09-09,46019,210,0,0,210,210
2021-09-10,46019,210,0,0,210,210
2021-09-11,46019,210,0,0,210,210
2021-09-12,46019,210,0,0,210,210
2021-09-13,46019,210,0,0,210,210
2021-09-14,46019,210,0,0,210,210
2021-09-15,46019,210,0,0,210,210
2021-09-16,46019,210,0,0,210,210
2021-09-17,46019,210,0,0,210,210
2021-09-18,46019,210,0,0,210,210
2021-09-19,46019,210,0,0,210,210
2021-09-20,46019,210,0,0,210,210
2021-09-21,46019,210,0,0,210,210
2021-09-22,46019,210,0,0,210,210
2021-09-23,46019,210,0,0,210,210
2021-09-24,46019,210,0,0,210,210
2021-09-25,46019,210,0,0,210,210
2021-09-26,46019,210,0,0,210,210
2021-09-27,46019,210,0,0,210,210
2021-09-28,46019,210,0,0,210,210
2021-09-29,46019,210,0,0,210,210
2021-09-30,46019,210,0,0,210,210
2021-10-01,46019,210,0,0,210,210
2021-10-02,46019,210,0,0,210,210
2021-10-03,46019,210,0,0,210,210
2021-10-04,46019,210,0,0,210,210
2021-10-05,46019,210,0,0,210,210
2021-10-06,46019,210,0,0,210,210
2021-10-07,46019,210,0,0,210,210
2021-10-08,46019,210,0,0,210,210
2021-10-09,46019,210,0,0,210,210
2021-10-10,46019,210,0,0,210,210
2021-10-11,46019,210,0,0,210,210
2021-10-12,46019,210,0,0,210,210
2021-10-13,46019,210,0,0,210,210
2021-10-14,46019,210,0,0,210,210
2021-10-15,46019,210,0,0,210,210
2021-10-16,46019,210,0,0,210,210
2021-10-17,46019,210,0,0,210,210
2021-10-18,46019,210,0,0,210,210
2021-10-19,46019,210,0,0,210,210
2021-10-20,46019,210,0,0,210,210
2021-10-21,46019,210,0,0,210,210
2021-10-22,46019,210,0,0,210,210
2021-10-23,46019,210,0,0,210,210
2021-10-24,46019,210,0,0,210,210
2021-10-25,46019,210,0,0,210,210
2021-10-26,46019,210,0,0,210,210
2021-10-27,46019,210,0,0,210,210
2021-10-28,46019,210,0,0,210,210
2021-10-29,46019,210,0,0,210,210
2021-10-30,46019,210,0,0,210,210
2021-10-31,46019,210,0,0,210,210
2021-11-01,46019,210,0,0,210,210
2021-11-02,46019,210,0,0,210,210
2021-11-03,46019,210,0,0,210,210
2021-11-04,46019,210,0,0,210,210
2021-11-05,46019,210,0,0,210,210
2021-11-06,46019,210,0,0,210,210
2021-11-07,46019,210,0,0,210,210
2021-11-08,46019,210,0,0,210,210
2021-11-09,46019,210,0,0,210,210
2021-11-10,46019,210,0,0,210,210
2021-11-11,46019,210,0,0,210,210
2021-11-12,46019,210,0,0,210,210
2021-11-13,46019,210,0,0,210,210
2021-11-14,46019,210,0,0,210,210
2021-11-15,46019,210,0,0,210,210
2021-11-16,46019,210,0,0,210,210
2021-11-17,46019,210,0,0,210,210
2021-11-18,46019,210,0,0,210,210
2021-11-19,46019,210,0,0,210,210
2021-11-20,46019,210,0,0,210,210
2021-11-21,46019,210,0,0,210,210
2021-11-22,46019,210,0,0,210,210
2021-11-23,46019,210,0,0,210,210
2021-11-24,46019,210,0,0,210,210
2021-11-25,46019,210,0,0,210,210
2021-11-26,46019,210,0,0,210,210
2021-11-27,46019,210,0,0,210,210
2021-11-28,46019,210,0,0,210,210
2021-11-29,46019,210,0,0,210,210
2021-11-30,46019,210,0,0,210,210
2021-12-01,46019,210,0,0,210,210
2021-12-02,46019,210,0,0,210,210
2021-12-03,46019,210,0,0,210,210
2021-12-04,46019,210,0,0,210,210
2021-12-05,46019,210,0,0,210,210
2021-12-06,46019,210,0,0,210,210
2021-12-07,46019,210,0,0,210,210
2021-12-08,46019,210,0,0,210,210
2021-12-09,46019,210,0,0,210,210
2021-12-10,46019,210,0,0,210,210
2021-12-11,46019,210,0,0,210,210
2021-12-12,46019,210,0,0,210,210
2021-12-13,46019,210,0,0,210,210
2021-12-14,46019,210,0,0,210,210
2021-12-15,46019,210,0,0,210,210
2021-12-16,46019,210,0,0,210,210
2021-12-17,46019,210,0,0,210,210
2021-12-18,46019,210,0,0,210,210
2021-12-19,46019,210,0,0,210,210
2021-12-20,46019,210,0,0,210,210
2021-12-21,46019,210,0,0,210,210
2021-12-22,46019,210,0,0,210,210
2021-12-23,46019,210,0,0,210,210
2021-12-24,46019,210,0,0,210,210
2021-12-25,46019,210,0,0,210,210
2021-12-26,46019,210,0,0,210,210
2021-12-27,46019,210,0,0,210,210
2021-12-28,46019,210,0,0,210,210
2021-12-29,46019,210,0,0,210,210
2021-12-30,46019,210,0,0,210,210
2021-12-31,46019,210,0,0,210,210
2022-01-01,46019,210,0,0,210,210
2022-01-02,46019,210,0,0,210,210
2022-01-03,46019,210,0,0,210,210
2022-01-04,46019,210,0,0,210,210
2022-01-05,46019,210,0,0,210,210
2022-01-06,46019,210,0,0,210,210
2022-01-07,46019,210,0,0,210,210
2022-01-08,46019,210,0,0,210,210
2022-01-09,46019,210,0,0,210,210
2022-01-10,46019,210,0,0,210,210
2022-01-11,46019,210,0,0,210,210
2022-01-12,46019,210,0,0,210,210
2022-01-13,46019,210,0,0,210,210
2022-01-14,46019,210,0,0,210,210
2022-01-15,46019,210,0,0,210,210
2022-01-16,46019,210,0,0,210,210
2022-01-17,46019,210,0,0,210,210
2022-01-18,46019,210,0,0,210,210
2022-01-19,46019,210,0,0,210,210
2022-01-20,46019,210,0,0,210,210
2022-01-21,46019,210,0,0,210,210
2022-01-22,46019,210,0,0,210,210
2022-01-23,46019,210,0,0,210,210
2022-01-24,46019,210,0,0,210,210
2022-01-25,46019,210,0,0,210,210
2022-01-26,46019,210,0,0,210,210
2022-01-27,46019,210,0,0,210,210
2022-01-28,46019,210,0,0,210,210
2022-01-29,46019,210,0,0,210,210
2022-01-30,46019,210,0,0,210,210
2022-01-31,46019,210,27,0,183,183
2022-02-01,46019,183,1,0,182,182
2022-02-02,46019,182,0,0,182,182
2022-02-03,46019,182,0,0,182,182
2022-02-04,46019,182,0,0,182,182
2022-02-05,46019,182,0,0,182,182
2022-02-06,46019,182,0,0,182,182
2022-02-07,46019,182,0,0,182,182
2022-02-08,46019,182,0,0,182,182
2022-02-09,46019,182,0,0,182,182
2022-02-10,46019,182,0,0,182,182
2022-02-11,46019,182,0,0,182,182
2022-02-12,46019,182,0,0,182,182
2022-02-13,46019,182,0,0,182,182
2022-02-14,46019,182,0,0,182,182
2022-02-15,46019,182,0,0,182,182
2022-02-16,46019,182,0,0,182,182
2022-02-17,46019,182,38,0,144,144
2022-02-18,46019,144,47,0,97,97
2022-02-19,46019,97,67,80,110,30
2022-02-20,46019,110,46,0,64,64
2022-02-21,46019,64,27,80,117,37
2022-02-22,46019,117,33,0,84,84
2022-02-23,46019,84,24,0,60,60
2022-02-24,46019,60,36,80,104,24
2022-02-25,46019,104,54,0,50,50
2022-02-26,46019,50,50,80,80,0
2022-02-27,46019,80,25,0,55,55
2022-02-28,46019,55,48,80,87,7
2022-03-01,46019,87,30,0,57,57
2022-03-02,46019,57,23,80,114,34
2022-03-03,46019,114,53,0,61,61
2022-03-04,46019,61,61,80,80,0
2022-03-05,46019,80,39,80,121,41
2022-03-06,46019,121,29,0,92,92
2022-03-07,46019,92,24,0,68,68
2022-03-08,46019,68,41,80,107,27
2022-03-09,46019,107,42,0,65,65
2022-03-10,46019,65,45,80,100,20
2022-03-11,46019,100,79,80,101,21
2022-03-12,46019,101,33,0,68,68
2022-03-13,46019,68,26,80,122,42
2022-03-14,46019,122,33,0,89,89
2022-03-15,46019,89,36,0,53,53
2022-03-16,46019,53,39,80,94,14
2022-03-17,46019,94,64,80,110,30
2022-03-18,46019,110,58,0,52,52
2022-03-19,46019,52,48,80,84,4
2022-03-20,46019,84,29,0,55,55
2022-03-21,46019,55,22,80,113,33
2022-03-22,46019,113,41,0,72,72
2022-03-23,46019,72,30,80,122,42
2022-03-24,46019,122,61,0,61,61
2022-03-25,46019,61,61,80,80,0
2022-03-26,46019,80,52,80,108,28
2022-03-27,46019,108,19,0,89,89
2022-03-28,46019,89,34,0,55,55
2022-03-29,46019,55,36,80,99,19
2022-03-30,46019,99,49,0,50,50
2022-03-31,46019,50,37,80,93,13
2022-04-01,46019,93,61,80,112,32
2022-04-02,46019,112,36,0,76,76
2022-04-03,46019,76,30,0,46,46
2022-04-04,46019,46,25,80,101,21
2022-04-05,46019,101,22,0,79,79
2022-04-06,46019,79,37,80,122,42
2022-04-07,46019,122,53,0,69,69
2022-04-08,46019,69,51,80,98,18
2022-04-09,46019,98,36,0,62,62
2022-04-10,46019,62,21,80,121,41
2022-04-11,46019,121,21,0,100,100
2022-04-12,46019,100,16,0,84,84
2022-04-13,46019,84,36,0,48,48
2022-04-14,46019,48,40,80,88,8
2022-04-15,46019,88,60,80,108,28
2022-04-16,46019,108,43,0,65,65
2022-04-17,46019,65,18,0,47,47
2022-04-18,46019,47,26,80,101,21
2022-04-19,46019,101,25,0,76,76
2022-04-20,46019,76,36,80,120,40
2022-04-21,46019,120,46,0,74,74
2022-04-22,46019,74,12,0,62,62
2022-04-23,46019,62,32,80,110,30
2022-04-24,46019,110,25,0,85,85
2022-04-25,46019,85,27,0,58,58
2022-04-26,46019,58,43,80,95,15
2022-04-27,46019,95,55,80,120,40
2022-04-28,46019,120,65,0,55,55
2022-04-29,46019,55,55,80,80,0
2022-04-30,46019,80,52,80,108,28
2022-05-01,46019,108,40,0,68,68
2022-05-02,46019,68,49,80,99,19
2022-05-03,46019,99,47,0,52,52
2022-05-04,46019,52,52,80,80,0
2022-05-05,46019,80,43,80,117,37
2022-05-06,46019,117,78,80,119,39
2022-05-07,46019,119,73,0,46,46
2022-05-08,46019,46,40,80,86,6
2022-05-09,46019,86,49,80,117,37
2022-05-10,46019,117,56,0,61,61
2022-05-11,46019,61,61,80,80,0
2022-05-12,46019,80,73,80,87,7
2022-05-13,46019,87,71,80,96,16
2022-05-14,46019,96,43,0,53,53
2022-05-15,46019,53,46,80,87,7
2022-05-16,46019,87,32,0,55,55
2022-05-17,46019,55,33,80,102,22
2022-05-18,46019,102,33,0,69,69
2022-05-19,46019,69,50,80,99,19
2022-05-20,46019,99,80,80,99,19
2022-05-21,46019,99,28,0,71,71
2022-05-22,46019,71,41,80,110,30
2022-05-23,46019,110,27,0,83,83
2022-05-24,46019,83,23,0,60,60
2022-05-25,46019,60,52,80,88,8
2022-05-26,46019,88,64,80,104,24
2022-05-27,46019,104,44,0,60,60
2022-05-28,46019,60,35,80,105,25
2022-05-29,46019,105,30,0,75,75
2022-05-30,46019,75,22,0,53,53
2022-05-31,46019,53,13,80,120,40
2022-06-01,46019,120,13,0,107,107
2022-06-02,46019,107,38,0,69,69
2022-06-03,46019,69,56,80,93,13
2022-06-04,46019,93,28,0,65,65
2022-06-05,46019,65,26,80,119,39
2022-06-06,46019,119,17,0,102,102
2022-06-07,46019,102,27,0,75,75
2022-06-08,46019,75,25,0,50,50
2022-06-09,46019,50,41,80,89,9
2022-06-10,46019,89,34,0,55,55
2022-06-11,46019,55,38,80,97,17
2022-06-12,46019,97,20,0,77,77
2022-06-13,46019,77,19,0,58,58
2022-06-14,46019,58,25,80,113,33
2022-06-15,46019,113,30,0,83,83
2022-06-16,46019,83,54,80,109,29
2022-06-17,46019,109,48,0,61,61
2022-06-18,46019,61,42,80,99,19
2022-06-19,46019,99,12,0,87,87
2022-06-20,46019,87,23,0,64,64
2022-06-21,46019,64,18,0,46,46
2022-06-22,46019,46,36,80,90,10
2022-06-23,46019,90,37,0,53,53
2022-06-24,46019,53,48,80,85,5
2022-06-25,46019,85,28,0,57,57
2022-06-26,46019,57,26,80,111,31
2022-06-27,46019,111,20,0,91,91
2022-06-28,46019,91,28,0,63,63
2022-06-29,46019,63,26,80,117,37
2022-06-30,46019,117,43,0,74,74
2022-07-01,46019,74,44,80,110,30
2022-07-02,46019,110,40,0,70,70
2022-07-03,46019,70,42,80,108,28
2022-07-04,46019,108,51,0,57,57
2022-07-05,46019,57,22,80,115,35
2022-07-06,46019,115,24,0,91,91
2022-07-07,46019,91,23,0,68,68
2022-07-08,46019,68,36,80,112,32
2022-07-09,46019,112,19,0,93,93
2022-07-10,46019,93,14,0,79,79
2022-07-11,46019,79,11,0,68,68
2022-07-12,46019,68,9,0,59,59
2022-07-13,46019,59,18,80,121,41
2022-07-14,46019,121,11,0,110,110
2022-07-15,46019,110,22,0,88,88
2022-07-16,46019,88,11,0,77,77
2022-07-17,46019,77,4,0,73,73
2022-07-18,46019,73,18,0,55,55
2022-07-19,46019,55,10,0,45,45
2022-07-20,46019,45,16,80,109,29
2022-07-21,46019,109,10,0,99,99
2022-07-22,46019,99,21,0,78,78
2022-07-23,46019,78,10,0,68,68
2022-07-24,46019,68,3,0,65,65
2022-07-25,46019,65,7,0,58,58
2022-07-26,46019,58,6,0,52,52
2022-07-27,46019,52,17,80,115,35
2022-07-28,46019,115,15,0,100,100
2022-07-29,46019,100,21,0,79,79
2022-07-30,46019,79,6,0,73,73
2022-07-31,46019,73,7,0,66,66
2022-08-01,46019,66,7,0,59,59
2022-08-02,46019,59,11,0,48,48
2022-08-03,46019,48,16,80,112,32
2022-08-04,46019,112,24,0,88,88
2022-08-05,46019,88,24,0,64,64
2022-08-06,46019,64,13,0,51,51
2022-08-07,46019,51,11,80,120,40
2022-08-08,46019,120,22,0,98,98
2022-08-09,46019,98,14,0,84,84
2022-08-10,46019,84,13,0,71,71
2022-08-11,46019,71,5,0,66,66
2022-08-12,46019,66,30,80,116,36
2022-08-13,46019,116,19,0,97,97
2022-08-14,46019,97,13,0,84,84
2022-08-15,46019,84,10,0,74,74
2022-08-16,46019,74,5,0,69,69
2022-08-17,46019,69,16,0,53,53
2022-08-18,46019,53,22,80,111,31
2022-08-19,46019,111,36,0,75,75
2022-08-20,46019,75,27,0,48,48
2022-08-21,46019,48,10,80,118,38
2022-08-22,46019,118,1,0,117,117
2022-08-23,46019,117,19,0,98,98
2022-08-24,46019,98,20,0,78,78
2022-08-25,46019,78,27,0,51,51
2022-08-26,46019,51,24,80,107,27
2022-08-27,46019,107,23,0,84,84
2022-08-28,46019,84,13,0,71,71
2022-08-29,46019,71,13,0,58,58
2022-08-30,46019,58,11,0,47,47
2022-08-31,46019,47,23,80,104,24
2022-09-01,46019,104,31,0,73,73
2022-09-02,46019,73,19,0,54,54
2022-09-03,46019,54,30,80,104,24
2022-09-04,46019,104,13,0,91,91
2022-09-05,46019,91,6,0,85,85
2022-09-06,46019,85,13,0,72,72
2022-09-07,46019,72,16,0,56,56
2022-09-08,46019,56,11,0,45,45
2022-09-09,46019,45,41,80,84,4
2022-09-10,46019,84,23,0,61,61
2022-09-11,46019,61,12,0,49,49
2022-09-12,46019,49,9,80,120,40
2022-09-13,46019,120,13,0,107,107
2022-09-14,46019,107,13,0,94,94
2022-09-15,46019,94,30,0,64,64
2022-09-16,46019,64,45,80,99,19
2022-09-17,46019,99,20,0,79,79
2022-09-18,46019,79,20,0,59,59
2022-09-19,46019,59,25,80,114,34
2022-09-20,46019,114,20,0,94,94
2022-09-21,46019,94,26,0,68,68
2022-09-22,46019,68,25,80,123,43
2022-09-23,46019,123,38,0,85,85
2022-09-24,46019,85,29,0,56,56
2022-09-25,46019,56,11,0,45,45
2022-09-26,46019,45,4,80,121,41
2022-09-27,46019,121,8,0,113,113
2022-09-28,46019,113,18,0,95,95
2022-09-29,46019,95,16,0,79,79
2022-09-30,46019,79,34,0,45,45
2022-10-01,46019,45,23,80,102,22
2022-10-02,46019,102,7,0,95,95
2022-10-03,46019,95,13,0,82,82
2022-10-04,46019,82,8,0,74,74
2022-10-05,46019,74,19,0,55,55
2022-10-06,46019,55,20,80,115,35
2022-10-07,46019,115,54,0,61,61
2022-10-08,46019,61,13,0,48,48
2022-10-09,46019,48,12,80,116,36
2022-10-10,46019,116,18,0,98,98
2022-10-11,46019,98,15,0,83,83
2022-10-12,46019,83,14,0,69,69
2022-10-13,46019,69,17,0,52,52
2022-10-14,46019,52,28,80,104,24
2022-10-15,46019,104,21,0,83,83
2022-10-16,46019,83,10,0,73,73
2022-10-17,46019,73,8,0,65,65
2022-10-18,46019,65,17,0,48,48
2022-10-19,46019,48,8,80,120,40
2022-10-20,46019,120,31,0,89,89
2022-10-21,46019,89,50,80,119,39
2022-10-22,46019,119,17,0,102,102
2022-10-23,46019,102,10,0,92,92
2022-10-24,46019,92,16,0,76,76
2022-10-25,46019,76,8,0,68,68
2022-10-26,46019,68,16,0,52,52
2022-10-27,46019,52,28,80,104,24
2022-10-28,46019,104,32,0,72,72
2022-10-29,46019,72,20,0,52,52
2022-10-30,46019,52,23,80,109,29
2022-10-31,46019,109,7,0,102,102
2022-11-01,46019,102,15,0,87,87
2022-11-02,46019,87,20,0,67,67
2022-11-03,46019,67,20,0,47,47
2022-11-04,46019,47,42,80,85,5
2022-11-05,46019,85,27,0,58,58
2022-11-06,46019,58,15,80,123,43
2022-11-07,46019,123,18,0,105,105
2022-11-08,46019,105,23,0,82,82
2022-11-09,46019,82,24,0,58,58
2022-11-10,46019,58,55,80,83,3
2022-11-11,46019,83,40,80,123,43
2022-11-12,46019,123,46,0,77,77
2022-11-13,46019,77,16,0,61,61
2022-11-14,46019,61,11,0,50,50
2022-11-15,46019,50,5,0,45,45
2022-11-16,46019,45,15,80,110,30
2022-11-17,46019,110,18,0,92,92
2022-11-18,46019,92,24,0,68,68
2022-11-19,46019,68,16,0,52,52
2022-11-20,46019,52,12,80,120,40
2022-11-21,46019,120,25,0,95,95
2022-11-22,46019,95,6,0,89,89
2022-11-23,46019,89,6,0,83,83
2022-11-24,46019,83,21,0,62,62
2022-11-25,46019,62,27,80,115,35
2022-11-26,46019,115,15,0,100,100
2022-11-27,46019,100,14,0,86,86
2022-11-28,46019,86,16,0,70,70
2022-11-29,46019,70,15,0,55,55
2022-11-30,46019,55,10,0,45,45
2022-12-01,46019,45,17,80,108,28
2022-12-02,46019,108,17,0,91,91
2022-12-03,46019,91,26,0,65,65
2022-12-04,46019,65,11,0,54,54
2022-12-05,46019,54,11,80,123,43
2022-12-06,46019,123,10,0,113,113
2022-12-07,46019,113,12,0,101,101
2022-12-08,46019,101,19,0,82,82
2022-12-09,46019,82,32,0,50,50
2022-12-10,46019,50,26,80,104,24
2022-12-11,46019,104,25,0,79,79
2022-12-12,46019,79,14,0,65,65
2022-12-13,46019,65,19,0,46,46
2022-12-14,46019,46,17,80,109,29
2022-12-15,46019,109,24,0,85,85
2022-12-16,46019,85,33,0,52,52
2022-12-17,46019,52,11,80,121,41
2022-12-18,46019,121,27,0,94,94
2022-12-19,46019,94,37,0,57,57
2022-12-20,46019,57,27,80,110,30
2022-12-21,46019,110,15,0,95,95
2022-12-22,46019,95,22,0,73,73
2022-12-23,46019,73,20,0,53,53
2022-12-24,46019,53,10,80,123,43
2022-12-25,46019,123,0,0,123,123
2022-12-26,46019,123,13,0,110,110
2022-12-27,46019,110,10,0,100,100
2022-12-28,46019,100,10,0,90,90
2022-12-29,46019,90,14,0,76,76
2022-12-30,46019,76,11,0,65,65
2022-12-31,46019,65,10,0,55,55
2023-01-01,46019,55,12,80,123,43
2023-01-02,46019,123,17,0,106,106
2023-01-03,46019,106,12,0,94,94
2023-01-04,46019,94,1,0,93,93
2023-01-05,46019,93,19,0,74,74
2023-01-06,46019,74,34,80,120,40
2023-01-07,46019,120,13,0,107,107
2023-01-08,46019,107,16,0,91,91
2023-01-09,46019,91,10,0,81,81
2023-01-10,46019,81,13,0,68,68
2023-01-11,46019,68,19,0,49,49
2023-01-12,46019,49,18,80,111,31
2023-01-13,46019,111,36,0,75,75
2023-01-14,46019,75,18,0,57,57
2023-01-15,46019,57,18,80,119,39
2023-01-16,46019,119,14,0,105,105
2023-01-17,46019,105,13,0,92,92
2023-01-18,46019,92,22,0,70,70
2023-01-19,46019,70,14,0,56,56
2023-01-20,46019,56,23,80,113,33
2023-01-21,46019,113,28,0,85,85
2023-01-22,46019,85,0,0,85,85
2023-01-23,46019,85,0,0,85,85
2023-01-24,46019,85,0,0,85,85
2023-01-25,46019,85,0,0,85,85
2023-01-26,46019,85,0,0,85,85
2023-01-27,46019,85,0,0,85,85
2023-01-28,46019,85,0,0,85,85
2023-01-29,46019,85,0,0,85,85
2023-01-30,46019,85,0,0,85,85
2023-01-31,46019,85,0,0,85,85
2023-02-01,46019,85,0,0,85,85
2023-02-02,46019,85,0,0,85,85
2023-02-03,46019,85,0,0,85,85
2023-02-04,46019,85,0,0,85,85
2023-02-05,46019,85,0,0,85,85
2023-02-06,46019,85,0,0,85,85
2023-02-07,46019,85,0,0,85,85
2023-02-08,46019,85,0,0,85,85
2023-02-09,46019,85,0,0,85,85
2023-02-10,46019,85,0,0,85,85
2023-02-11,46019,85,0,0,85,85
2023-02-12,46019,85,0,0,85,85
2023-02-13,46019,85,0,0,85,85
2023-02-14,46019,85,0,0,85,85
2023-02-15,46019,85,0,0,85,85
2023-02-16,46019,85,0,0,85,85
2023-02-17,46019,85,0,0,85,85
2023-02-18,46019,85,0,0,85,85
2023-02-19,46019,85,0,0,85,85
2023-02-20,46019,85,0,0,85,85
2023-02-21,46019,85,0,0,85,85
2023-02-22,46019,85,0,0,85,85
2023-02-23,46019,85,0,0,85,85
2023-02-24,46019,85,0,0,85,85
2023-02-25,46019,85,0,0,85,85
2023-02-26,46019,85,0,0,85,85
2023-02-27,46019,85,0,0,85,85
2023-02-28,46019,85,0,0,85,85
2023-03-01,46019,85,0,0,85,85
2023-03-02,46019,85,0,0,85,85
2023-03-03,46019,85,0,0,85,85
2023-03-04,46019,85,0,0,85,85
2023-03-05,46019,85,0,0,85,85
2023-03-06,46019,85,0,0,85,85
2023-03-07,46019,85,0,0,85,85
2023-03-08,46019,85,0,0,85,85
2023-03-09,46019,85,0,0,85,85
2023-03-10,46019,85,0,0,85,85
2023-03-11,46019,85,0,0,85,85
2023-03-12,46019,85,0,0,85,85
2023-03-13,46019,85,0,0,85,85
2023-03-14,46019,85,0,0,85,85
2023-03-15,46019,85,0,0,85,85
2023-03-16,46019,85,0,0,85,85
2023-03-17,46019,85,0,0,85,85
2023-03-18,46019,85,0,0,85,85
2023-03-19,46019,85,0,0,85,85
2023-03-20,46019,85,0,0,85,85
2023-03-21,46019,85,0,0,85,85
2023-03-22,46019,85,0,0,85,85
2023-03-23,46019,85,0,0,85,85
2023-03-24,46019,85,0,0,85,85
2023-03-25,46019,85,0,0,85,85
2023-03-26,46019,85,0,0,85,85
2023-03-27,46019,85,0,0,85,85
2023-03-28,46019,85,0,0,85,85
2023-03-29,46019,85,0,0,85,85
2023-03-30,46019,85,0,0,85,85
2023-03-31,46019,85,0,0,85,85
2023-04-01,46019,85,0,0,85,85
2023-04-02,46019,85,0,0,85,85
2023-04-03,46019,85,0,0,85,85
2023-04-04,46019,85,0,0,85,85
2023-04-05,46019,85,0,0,85,85
2023-04-06,46019,85,0,0,85,85
2023-04-07,46019,85,0,0,85,85
2023-04-08,46019,85,0,0,85,85
2023-04-09,46019,85,0,0,85,85
2023-04-10,46019,85,0,0,85,85
2023-04-11,46019,85,0,0,85,85
2023-04-12,46019,85,0,0,85,85
2023-04-13,46019,85,0,0,85,85
2023-04-14,46019,85,0,0,85,85
2023-04-15,46019,85,21,0,64,64
2023-04-16,46019,64,12,0,52,52
2023-04-17,46019,52,8,0,44,44
2023-04-18,46019,44,14,80,110,30
2023-04-19,46019,110,22,0,88,88
2023-04-20,46019,88,23,0,65,65
2023-04-21,46019,65,19,0,46,46
2023-04-22,46019,46,18,80,108,28
2023-04-23,46019,108,12,0,96,96
2023-04-24,46019,96,12,0,84,84
2023-04-25,46019,84,17,0,67,67
2023-04-26,46019,67,22,0,45,45
2023-04-27,46019,45,18,80,107,27
2023-04-28,46019,107,17,0,90,90
2023-04-29,46019,90,14,0,76,76
2023-04-30,46019,76,10,0,66,66
2023-05-01,46019,66,1,0,65,65
2023-05-02,46019,65,0,0,65,65
2023-05-03,46019,65,0,0,65,65
2023-05-04,46019,65,0,0,65,65
2023-05-05,46019,65,0,0,65,65
2023-05-06,46019,65,0,0,65,65
2023-05-07,46019,65,0,0,65,65
2023-05-08,46019,65,0,0,65,65
2023-05-09,46019,65,0,0,65,65
2023-05-10,46019,65,0,0,65,65
2023-05-11,46019,65,0,0,65,65
2023-05-12,46019,65,0,0,65,65
2023-05-13,46019,65,0,0,65,65
2023-05-14,46019,65,0,0,65,65
2023-05-15,46019,65,0,0,65,65
2023-05-16,46019,65,0,0,65,65
2023-05-17,46019,65,0,0,65,65
