anomaly_id,date,sku_id,anomaly_type,demand_anomaly_score,shrinkage_score,severity,reason,status
AN00022835,2024-03-16,65044,normal,0.617,0.0,0.251,No material exception detected.,closed
AN00022836,2024-03-16,70133,normal,0.554,0.0,0.198,No material exception detected.,closed
AN00022837,2024-03-16,90130,normal,0.35,0.0,0.152,No material exception detected.,closed
AN00022838,2024-03-16,90143,normal,0.045,0.0,0.047,No material exception detected.,closed
AN00022839,2024-03-16,A10026,normal,0.324,0.0,0.124,No material exception detected.,closed
AN00022840,2024-03-16,A30035,normal,0.414,0.0,0.167,No material exception detected.,closed
AN00022841,2024-03-17,10060,normal,0.0,0.0,0.027,No material exception detected.,closed
AN00022842,2024-03-17,10091,normal,0.0,0.007,0.023,No material exception detected.,closed
AN00022843,2024-03-17,10092,normal,0.402,0.0,0.154,No material exception detected.,closed
AN00022844,2024-03-17,10093,normal,0.0,0.004,0.021,No material exception detected.,closed
AN00022845,2024-03-17,10094,normal,0.297,0.0,0.137,No material exception detected.,closed
AN00022846,2024-03-17,10095,normal,0.404,0.0,0.175,No material exception detected.,closed
AN00022847,2024-03-17,10100,normal,0.382,0.0,0.223,No material exception detected.,closed
AN00022848,2024-03-17,35035,normal,0.256,0.0,0.109,No material exception detected.,closed
AN00022849,2024-03-17,35192,planogram_mismatch,0.5,0.0,0.197,Detected SKU may not match assigned slot.,closed
AN00022850,2024-03-17,45470,normal,0.526,0.0,0.204,No material exception detected.,closed
AN00022851,2024-03-17,45657,normal,0.408,0.0,0.153,No material exception detected.,closed
AN00022852,2024-03-17,45678,normal,0.569,0.0,0.228,No material exception detected.,closed
AN00022853,2024-03-17,46019,normal,0.286,0.0,0.124,No material exception detected.,closed
AN00022854,2024-03-17,55845,normal,0.714,0.0,0.266,No material exception detected.,closed
AN00022855,2024-03-17,65044,normal,0.021,0.0,0.03,No material exception detected.,closed
AN00022856,2024-03-17,70133,normal,0.321,0.0,0.132,No material exception detected.,closed
AN00022857,2024-03-17,90130,normal,0.25,0.0,0.12,No material exception detected.,closed
AN00022858,2024-03-17,90143,normal,0.227,0.0,0.113,No material exception detected.,closed
AN00022859,2024-03-17,A10026,normal,0.294,0.0,0.121,No material exception detected.,closed
AN00022860,2024-03-17,A30035,normal,0.429,0.005,0.184,No material exception detected.,closed
AN00022861,2024-03-18,10060,normal,0.0,0.0,0.007,No material exception detected.,closed
AN00022862,2024-03-18,10091,normal,0.0,0.0,0.014,No material exception detected.,closed
AN00022863,2024-03-18,10092,normal,0.189,0.0,0.093,No material exception detected.,closed
AN00022864,2024-03-18,10093,normal,0.0,0.0,0.025,No material exception detected.,closed
AN00022865,2024-03-18,10094,normal,0.324,0.0,0.134,No material exception detected.,closed
AN00022866,2024-03-18,10095,normal,0.288,0.0,0.111,No material exception detected.,closed
AN00022867,2024-03-18,10100,normal,0.164,0.0,0.079,No material exception detected.,closed
AN00022868,2024-03-18,35035,normal,0.488,0.0,0.185,No material exception detected.,closed
AN00022869,2024-03-18,35192,cv_error,0.025,0.0,0.012,Low CV confidence may explain stock mismatch.,closed
AN00022870,2024-03-18,45470,normal,0.474,0.015,0.181,No material exception detected.,closed
AN00022871,2024-03-18,45657,normal,0.276,0.0,0.106,No material exception detected.,closed
AN00022872,2024-03-18,45678,normal,0.631,0.0,0.254,No material exception detected.,closed
AN00022873,2024-03-18,46019,normal,0.19,0.0,0.077,No material exception detected.,closed
AN00022874,2024-03-18,55845,normal,0.518,0.0,0.214,No material exception detected.,closed
AN00022875,2024-03-18,65044,normal,0.298,0.0,0.121,No material exception detected.,closed
AN00022876,2024-03-18,70133,normal,0.375,0.0,0.14,No material exception detected.,closed
AN00022877,2024-03-18,90130,restocking_delay,0.1,0.0,0.04,Expected restock may not have reached shelf.,closed
AN00022878,2024-03-18,90143,normal,0.023,0.0,0.015,No material exception detected.,closed
AN00022879,2024-03-18,A10026,normal,0.294,0.0,0.109,No material exception detected.,closed
AN00022880,2024-03-18,A30035,normal,0.586,0.007,0.277,No material exception detected.,closed
AN00022881,2024-03-19,10060,normal,0.0,0.0,0.009,No material exception detected.,closed
AN00022882,2024-03-19,10091,normal,0.0,0.0,0.024,No material exception detected.,closed
AN00022883,2024-03-19,10092,normal,0.421,0.0,0.181,No material exception detected.,closed
AN00022884,2024-03-19,10093,normal,0.419,0.0,0.172,No material exception detected.,closed
AN00022885,2024-03-19,10094,normal,0.405,0.0,0.158,No material exception detected.,closed
AN00022886,2024-03-19,10095,normal,0.288,0.011,0.109,No material exception detected.,closed
AN00022887,2024-03-19,10100,normal,0.2,0.0,0.102,No material exception detected.,closed
AN00022888,2024-03-19,35035,restocking_delay,0.512,0.0,0.214,Expected restock may not have reached shelf.,closed
AN00022889,2024-03-19,35192,normal,0.375,0.0,0.145,No material exception detected.,closed
AN00022890,2024-03-19,45470,normal,0.263,0.007,0.118,No material exception detected.,closed
AN00022891,2024-03-19,45657,normal,0.355,0.0,0.138,No material exception detected.,closed
AN00022892,2024-03-19,45678,normal,0.369,0.0,0.14,No material exception detected.,closed
AN00022893,2024-03-19,46019,normal,0.381,0.012,0.141,No material exception detected.,closed
AN00022894,2024-03-19,55845,normal,0.482,0.0,0.176,No material exception detected.,closed
AN00022895,2024-03-19,65044,normal,0.468,0.027,0.22,No material exception detected.,closed
AN00022896,2024-03-19,70133,normal,0.536,0.0,0.195,No material exception detected.,closed
AN00022897,2024-03-19,90130,normal,0.175,0.0,0.082,No material exception detected.,closed
AN00022898,2024-03-19,90143,normal,0.091,0.0,0.036,No material exception detected.,closed
AN00022899,2024-03-19,A10026,normal,0.441,0.0,0.18,No material exception detected.,closed
AN00022900,2024-03-19,A30035,normal,0.686,0.0,0.259,No material exception detected.,closed
AN00022901,2024-03-20,10060,normal,0.0,0.0,0.009,No material exception detected.,closed
AN00022902,2024-03-20,10091,normal,0.0,0.0,0.07,No material exception detected.,closed
AN00022903,2024-03-20,10092,cv_error,0.308,0.0,0.113,Low CV confidence may explain stock mismatch.,closed
AN00022904,2024-03-20,10093,normal,0.817,0.0,0.297,No material exception detected.,closed
AN00022905,2024-03-20,10094,normal,0.405,0.0,0.146,No material exception detected.,closed
AN00022906,2024-03-20,10095,normal,0.25,0.0,0.119,No material exception detected.,closed
AN00022907,2024-03-20,10100,normal,0.091,0.0,0.057,No material exception detected.,closed
AN00022908,2024-03-20,35035,normal,0.047,0.0,0.032,No material exception detected.,closed
AN00022909,2024-03-20,35192,normal,0.0,0.009,0.037,No material exception detected.,closed
AN00022910,2024-03-20,45470,normal,0.175,0.0,0.073,No material exception detected.,closed
AN00022911,2024-03-20,45657,cv_error,0.263,0.01,0.14,Low CV confidence may explain stock mismatch.,closed
AN00022912,2024-03-20,45678,normal,0.508,0.006,0.212,No material exception detected.,closed
AN00022913,2024-03-20,46019,normal,0.524,0.0,0.21,No material exception detected.,closed
AN00022914,2024-03-20,55845,normal,0.643,0.0,0.255,No material exception detected.,closed
AN00022915,2024-03-20,65044,normal,0.447,0.0,0.163,No material exception detected.,closed
AN00022916,2024-03-20,70133,normal,0.232,0.0,0.099,No material exception detected.,closed
AN00022917,2024-03-20,90130,normal,0.3,0.0,0.13,No material exception detected.,closed
AN00022918,2024-03-20,90143,normal,0.205,0.0,0.076,No material exception detected.,closed
AN00022919,2024-03-20,A10026,normal,0.118,0.0,0.06,No material exception detected.,closed
AN00022920,2024-03-20,A30035,normal,0.4,0.0,0.171,No material exception detected.,closed
AN00022921,2024-03-21,10060,normal,0.0,0.0,0.015,No material exception detected.,closed
AN00022922,2024-03-21,10091,normal,0.0,0.0,0.024,No material exception detected.,closed
AN00022923,2024-03-21,10092,normal,0.515,0.0,0.199,No material exception detected.,closed
AN00022924,2024-03-21,10093,planogram_mismatch,0.505,0.0,0.184,Detected SKU may not match assigned slot.,closed
AN00022925,2024-03-21,10094,cv_error,0.432,0.0,0.163,Low CV confidence may explain stock mismatch.,closed
AN00022926,2024-03-21,10095,normal,0.404,0.0,0.146,No material exception detected.,closed
AN00022927,2024-03-21,10100,normal,0.091,0.0,0.053,No material exception detected.,closed
AN00022928,2024-03-21,35035,normal,0.767,0.0,0.301,No material exception detected.,closed
AN00022929,2024-03-21,35192,normal,0.3,0.0,0.115,No material exception detected.,closed
AN00022930,2024-03-21,45470,planogram_mismatch,0.175,0.008,0.08,Detected SKU may not match assigned slot.,closed
AN00022931,2024-03-21,45657,normal,0.408,0.0,0.171,No material exception detected.,closed
AN00022932,2024-03-21,45678,normal,0.692,0.0,0.246,No material exception detected.,closed
AN00022933,2024-03-21,46019,normal,0.667,0.009,0.257,No material exception detected.,closed
AN00022934,2024-03-21,55845,normal,0.321,0.014,0.178,No material exception detected.,closed
AN00022935,2024-03-21,65044,normal,0.936,0.01,0.357,No material exception detected.,closed
AN00022936,2024-03-21,70133,normal,0.339,0.0,0.132,No material exception detected.,closed
AN00022937,2024-03-21,90130,normal,0.6,0.022,0.245,No material exception detected.,closed
AN00022938,2024-03-21,90143,normal,0.136,0.007,0.081,No material exception detected.,closed
AN00022939,2024-03-21,A10026,normal,0.088,0.0,0.041,No material exception detected.,closed
AN00022940,2024-03-21,A30035,normal,0.4,0.012,0.19,No material exception detected.,closed
AN00022941,2024-03-22,10060,normal,0.0,0.0,0.013,No material exception detected.,closed
AN00022942,2024-03-22,10091,restocking_delay,0.0,0.0,0.082,Expected restock may not have reached shelf.,closed
AN00022943,2024-03-22,10092,normal,0.497,0.0,0.18,No material exception detected.,closed
AN00022944,2024-03-22,10093,normal,0.409,0.004,0.165,No material exception detected.,closed
AN00022945,2024-03-22,10094,normal,0.716,0.0,0.254,No material exception detected.,closed
AN00022946,2024-03-22,10095,normal,0.558,0.0,0.215,No material exception detected.,closed
AN00022947,2024-03-22,10100,normal,0.509,0.0,0.191,No material exception detected.,closed
AN00022948,2024-03-22,35035,normal,0.93,0.0,0.345,No material exception detected.,closed
AN00022949,2024-03-22,35192,normal,0.225,0.011,0.117,No material exception detected.,closed
AN00022950,2024-03-22,45470,planogram_mismatch,0.474,0.0,0.193,Detected SKU may not match assigned slot.,closed
AN00022951,2024-03-22,45657,normal,0.553,0.0,0.227,No material exception detected.,closed
AN00022952,2024-03-22,45678,planogram_mismatch,0.646,0.005,0.245,Detected SKU may not match assigned slot.,closed
AN00022953,2024-03-22,46019,normal,0.619,0.0,0.226,No material exception detected.,closed
AN00022954,2024-03-22,55845,normal,0.321,0.018,0.137,No material exception detected.,closed
AN00022955,2024-03-22,65044,normal,0.894,0.017,0.335,No material exception detected.,closed
AN00022956,2024-03-22,70133,normal,0.714,0.0,0.257,No material exception detected.,closed
AN00022957,2024-03-22,90130,normal,0.4,0.0,0.174,No material exception detected.,closed
AN00022958,2024-03-22,90143,normal,0.114,0.0,0.058,No material exception detected.,closed
AN00022959,2024-03-22,A10026,normal,0.206,0.0,0.076,No material exception detected.,closed
AN00022960,2024-03-22,A30035,normal,0.457,0.007,0.189,No material exception detected.,closed
AN00022961,2024-03-23,10060,normal,0.711,0.0,0.254,No material exception detected.,closed
AN00022962,2024-03-23,10091,normal,0.386,0.008,0.168,No material exception detected.,closed
AN00022963,2024-03-23,10092,normal,0.396,0.0,0.161,No material exception detected.,closed
AN00022964,2024-03-23,10093,normal,0.667,0.0,0.264,No material exception detected.,closed
AN00022965,2024-03-23,10094,normal,0.527,0.0,0.189,No material exception detected.,closed
AN00022966,2024-03-23,10095,normal,0.481,0.0,0.198,No material exception detected.,closed
AN00022967,2024-03-23,10100,normal,0.145,0.0,0.067,No material exception detected.,closed
AN00022968,2024-03-23,35035,normal,1.0,0.0,0.378,No material exception detected.,closed
AN00022969,2024-03-23,35192,normal,0.6,0.0,0.214,No material exception detected.,closed
AN00022970,2024-03-23,45470,normal,1.0,0.0,0.375,No material exception detected.,closed
AN00022971,2024-03-23,45657,normal,0.697,0.0,0.264,No material exception detected.,closed
AN00022972,2024-03-23,45678,normal,0.954,0.0,0.356,No material exception detected.,closed
AN00022973,2024-03-23,46019,normal,0.429,0.0,0.166,No material exception detected.,closed
AN00022974,2024-03-23,55845,normal,1.0,0.0,0.362,No material exception detected.,closed
AN00022975,2024-03-23,65044,normal,0.745,0.009,0.293,No material exception detected.,closed
AN00022976,2024-03-23,70133,normal,0.696,0.0,0.273,No material exception detected.,closed
AN00022977,2024-03-23,90130,normal,0.275,0.0,0.104,No material exception detected.,closed
AN00022978,2024-03-23,90143,normal,0.273,0.0,0.106,No material exception detected.,closed
AN00022979,2024-03-23,A10026,normal,0.618,0.009,0.241,No material exception detected.,closed
AN00022980,2024-03-23,A30035,normal,1.0,0.0,0.356,No material exception detected.,closed
AN00022981,2024-03-24,10060,normal,0.421,0.009,0.159,No material exception detected.,closed
AN00022982,2024-03-24,10091,normal,0.432,0.009,0.167,No material exception detected.,closed
AN00022983,2024-03-24,10092,normal,0.427,0.003,0.163,No material exception detected.,closed
AN00022984,2024-03-24,10093,normal,0.753,0.0,0.268,No material exception detected.,closed
AN00022985,2024-03-24,10094,normal,0.473,0.0,0.171,No material exception detected.,closed
AN00022986,2024-03-24,10095,normal,0.423,0.0,0.17,No material exception detected.,closed
AN00022987,2024-03-24,10100,normal,0.182,0.0,0.073,No material exception detected.,closed
AN00022988,2024-03-24,35035,cv_error,0.512,0.0,0.206,Low CV confidence may explain stock mismatch.,closed
AN00022989,2024-03-24,35192,normal,0.6,0.008,0.29,No material exception detected.,closed
AN00022990,2024-03-24,45470,restocking_delay,0.737,0.0,0.277,Expected restock may not have reached shelf.,closed
AN00022991,2024-03-24,45657,normal,0.421,0.003,0.153,No material exception detected.,closed
AN00022992,2024-03-24,45678,normal,0.538,0.0,0.215,No material exception detected.,closed
AN00022993,2024-03-24,46019,normal,0.286,0.0,0.126,No material exception detected.,closed
AN00022994,2024-03-24,55845,normal,1.0,0.008,0.375,No material exception detected.,closed
AN00022995,2024-03-24,65044,normal,0.319,0.0,0.135,No material exception detected.,closed
AN00022996,2024-03-24,70133,normal,0.321,0.006,0.126,No material exception detected.,closed
AN00022997,2024-03-24,90130,normal,0.275,0.0,0.105,No material exception detected.,closed
AN00022998,2024-03-24,90143,normal,0.114,0.0,0.051,No material exception detected.,closed
AN00022999,2024-03-24,A10026,planogram_mismatch,0.206,0.0,0.094,Detected SKU may not match assigned slot.,closed
AN00023000,2024-03-24,A30035,normal,0.7,0.009,0.269,No material exception detected.,closed
AN00023001,2024-03-25,10060,normal,0.289,0.01,0.137,No material exception detected.,closed
AN00023002,2024-03-25,10091,normal,0.318,0.0,0.118,No material exception detected.,closed
AN00023003,2024-03-25,10092,normal,0.277,0.0,0.109,No material exception detected.,closed
AN00023004,2024-03-25,10093,normal,0.194,0.0,0.075,No material exception detected.,closed
AN00023005,2024-03-25,10094,normal,0.432,0.0,0.163,No material exception detected.,closed
AN00023006,2024-03-25,10095,normal,0.404,0.0,0.148,No material exception detected.,closed
AN00023007,2024-03-25,10100,normal,0.236,0.0,0.095,No material exception detected.,closed
AN00023008,2024-03-25,35035,normal,0.302,0.008,0.205,No material exception detected.,closed
AN00023009,2024-03-25,35192,planogram_mismatch,0.35,0.0,0.149,Detected SKU may not match assigned slot.,closed
AN00023010,2024-03-25,45470,normal,0.456,0.0,0.178,No material exception detected.,closed
AN00023011,2024-03-25,45657,normal,0.382,0.0,0.159,No material exception detected.,closed
AN00023012,2024-03-25,45678,normal,0.415,0.0,0.16,No material exception detected.,closed
AN00023013,2024-03-25,46019,normal,0.333,0.0,0.124,No material exception detected.,closed
AN00023014,2024-03-25,55845,normal,0.143,0.016,0.114,No material exception detected.,closed
AN00023015,2024-03-25,65044,normal,0.362,0.0,0.144,No material exception detected.,closed
AN00023016,2024-03-25,70133,normal,0.304,0.0,0.132,No material exception detected.,closed
AN00023017,2024-03-25,90130,normal,0.15,0.022,0.088,No material exception detected.,closed
AN00023018,2024-03-25,90143,normal,0.636,0.0,0.256,No material exception detected.,closed
AN00023019,2024-03-25,A10026,normal,0.441,0.0,0.177,No material exception detected.,closed
AN00023020,2024-03-25,A30035,normal,0.529,0.0,0.215,No material exception detected.,closed
AN00023021,2024-03-26,10060,normal,0.263,0.0,0.105,No material exception detected.,closed
AN00023022,2024-03-26,10091,normal,0.364,0.0,0.141,No material exception detected.,closed
AN00023023,2024-03-26,10092,normal,0.163,0.0,0.074,No material exception detected.,closed
AN00023024,2024-03-26,10093,normal,0.0,0.0,0.009,No material exception detected.,closed
AN00023025,2024-03-26,10094,normal,0.338,0.0,0.127,No material exception detected.,closed
AN00023026,2024-03-26,10095,planogram_mismatch,0.365,0.019,0.165,Detected SKU may not match assigned slot.,closed
AN00023027,2024-03-26,10100,normal,0.509,0.0,0.202,No material exception detected.,closed
AN00023028,2024-03-26,35035,planogram_mismatch,0.558,0.0,0.205,Detected SKU may not match assigned slot.,closed
AN00023029,2024-03-26,35192,normal,0.3,0.011,0.134,No material exception detected.,closed
AN00023030,2024-03-26,45470,normal,0.474,0.0,0.174,No material exception detected.,closed
AN00023031,2024-03-26,45657,normal,0.276,0.0,0.116,No material exception detected.,closed
AN00023032,2024-03-26,45678,normal,0.569,0.0,0.23,No material exception detected.,closed
AN00023033,2024-03-26,46019,normal,0.286,0.0,0.119,No material exception detected.,closed
AN00023034,2024-03-26,55845,normal,0.375,0.0,0.158,No material exception detected.,closed
AN00023035,2024-03-26,65044,normal,0.426,0.0,0.17,No material exception detected.,closed
AN00023036,2024-03-26,70133,normal,0.214,0.0,0.097,No material exception detected.,closed
AN00023037,2024-03-26,90130,normal,0.15,0.0,0.064,No material exception detected.,closed
AN00023038,2024-03-26,90143,normal,0.182,0.0,0.075,No material exception detected.,closed
AN00023039,2024-03-26,A10026,normal,0.059,0.0,0.039,No material exception detected.,closed
AN00023040,2024-03-26,A30035,normal,0.557,0.0,0.213,No material exception detected.,closed
AN00023041,2024-03-27,10060,restocking_delay,0.289,0.013,0.123,Expected restock may not have reached shelf.,closed
AN00023042,2024-03-27,10091,normal,0.295,0.0,0.129,No material exception detected.,closed
AN00023043,2024-03-27,10092,normal,0.264,0.0,0.127,No material exception detected.,closed
AN00023044,2024-03-27,10093,normal,0.032,0.0,0.032,No material exception detected.,closed
AN00023045,2024-03-27,10094,normal,0.243,0.0,0.096,No material exception detected.,closed
AN00023046,2024-03-27,10095,normal,0.308,0.0,0.137,No material exception detected.,closed
AN00023047,2024-03-27,10100,normal,0.145,0.009,0.062,No material exception detected.,closed
AN00023048,2024-03-27,35035,cv_error,0.465,0.0,0.26,Low CV confidence may explain stock mismatch.,closed
AN00023049,2024-03-27,35192,normal,0.1,0.0,0.046,No material exception detected.,closed
AN00023050,2024-03-27,45470,normal,0.895,0.0,0.346,No material exception detected.,closed
AN00023051,2024-03-27,45657,normal,0.329,0.003,0.145,No material exception detected.,closed
AN00023052,2024-03-27,45678,normal,0.369,0.006,0.159,No material exception detected.,closed
AN00023053,2024-03-27,46019,normal,0.452,0.0,0.249,No material exception detected.,closed
AN00023054,2024-03-27,55845,normal,0.607,0.0,0.229,No material exception detected.,closed
AN00023055,2024-03-27,65044,normal,0.426,0.0,0.157,No material exception detected.,closed
AN00023056,2024-03-27,70133,normal,0.196,0.0,0.167,No material exception detected.,closed
AN00023057,2024-03-27,90130,normal,0.15,0.0,0.062,No material exception detected.,closed
AN00023058,2024-03-27,90143,normal,0.114,0.0,0.071,No material exception detected.,closed
AN00023059,2024-03-27,A10026,cv_error,0.0,0.011,0.036,Low CV confidence may explain stock mismatch.,closed
AN00023060,2024-03-27,A30035,planogram_mismatch,0.514,0.009,0.193,Detected SKU may not match assigned slot.,closed
AN00023061,2024-03-28,10060,normal,0.342,0.0,0.18,No material exception detected.,closed
AN00023062,2024-03-28,10091,normal,0.568,0.0,0.205,No material exception detected.,closed
AN00023063,2024-03-28,10092,normal,0.27,0.0,0.123,No material exception detected.,closed
AN00023064,2024-03-28,10093,normal,0.14,0.017,0.092,No material exception detected.,closed
AN00023065,2024-03-28,10094,normal,0.419,0.0,0.162,No material exception detected.,closed
AN00023066,2024-03-28,10095,normal,0.269,0.0,0.103,No material exception detected.,closed
AN00023067,2024-03-28,10100,normal,0.291,0.0,0.117,No material exception detected.,closed
AN00023068,2024-03-28,35035,cv_error,0.767,0.0,0.28,Low CV confidence may explain stock mismatch.,closed
AN00023069,2024-03-28,35192,normal,0.425,0.0,0.176,No material exception detected.,closed
AN00023070,2024-03-28,45470,normal,0.667,0.0,0.258,No material exception detected.,closed
AN00023071,2024-03-28,45657,normal,0.447,0.0,0.165,No material exception detected.,closed
AN00023072,2024-03-28,45678,normal,0.569,0.0,0.208,No material exception detected.,closed
AN00023073,2024-03-28,46019,normal,0.31,0.0,0.126,No material exception detected.,closed
AN00023074,2024-03-28,55845,normal,0.929,0.0,0.34,No material exception detected.,closed
AN00023075,2024-03-28,65044,normal,0.298,0.0,0.136,No material exception detected.,closed
AN00023076,2024-03-28,70133,planogram_mismatch,0.25,0.0,0.098,Detected SKU may not match assigned slot.,closed
AN00023077,2024-03-28,90130,normal,0.4,0.0,0.152,No material exception detected.,closed
AN00023078,2024-03-28,90143,normal,0.386,0.007,0.159,No material exception detected.,closed
AN00023079,2024-03-28,A10026,normal,0.0,0.0,0.008,No material exception detected.,closed
AN00023080,2024-03-28,A30035,normal,0.914,0.0,0.329,No material exception detected.,closed
AN00023081,2024-03-29,10060,normal,0.263,0.0,0.119,No material exception detected.,closed
AN00023082,2024-03-29,10091,normal,0.182,0.0,0.075,No material exception detected.,closed
AN00023083,2024-03-29,10092,normal,0.453,0.0,0.177,No material exception detected.,closed
AN00023084,2024-03-29,10093,normal,0.301,0.0,0.109,No material exception detected.,closed
AN00023085,2024-03-29,10094,normal,0.703,0.007,0.268,No material exception detected.,closed
AN00023086,2024-03-29,10095,normal,0.365,0.0,0.162,No material exception detected.,closed
AN00023087,2024-03-29,10100,normal,0.527,0.0,0.212,No material exception detected.,closed
AN00023088,2024-03-29,35035,normal,0.907,0.0,0.348,No material exception detected.,closed
AN00023089,2024-03-29,35192,normal,0.375,0.017,0.226,No material exception detected.,closed
AN00023090,2024-03-29,45470,normal,0.263,0.0,0.108,No material exception detected.,closed
AN00023091,2024-03-29,45657,normal,0.618,0.0,0.228,No material exception detected.,closed
AN00023092,2024-03-29,45678,normal,0.569,0.0,0.203,No material exception detected.,closed
AN00023093,2024-03-29,46019,restocking_delay,0.738,0.0,0.285,Expected restock may not have reached shelf.,closed
AN00023094,2024-03-29,55845,normal,0.321,0.0,0.146,No material exception detected.,closed
AN00023095,2024-03-29,65044,cv_error,0.617,0.0,0.249,Low CV confidence may explain stock mismatch.,closed
AN00023096,2024-03-29,70133,normal,0.5,0.011,0.197,No material exception detected.,closed
AN00023097,2024-03-29,90130,normal,0.425,0.0,0.167,No material exception detected.,closed
AN00023098,2024-03-29,90143,normal,0.114,0.0,0.072,No material exception detected.,closed
AN00023099,2024-03-29,A10026,normal,0.471,0.0,0.178,No material exception detected.,closed
AN00023100,2024-03-29,A30035,normal,0.486,0.007,0.2,No material exception detected.,closed
AN00023101,2024-03-30,10060,normal,0.816,0.017,0.325,No material exception detected.,closed
AN00023102,2024-03-30,10091,normal,0.659,0.036,0.314,No material exception detected.,closed
AN00023103,2024-03-30,10092,normal,0.497,0.0,0.193,No material exception detected.,closed
AN00023104,2024-03-30,10093,normal,0.237,0.0,0.087,No material exception detected.,closed
AN00023105,2024-03-30,10094,normal,0.676,0.003,0.271,No material exception detected.,closed
AN00023106,2024-03-30,10095,normal,0.673,0.01,0.336,No material exception detected.,closed
AN00023107,2024-03-30,10100,normal,0.364,0.0,0.156,No material exception detected.,closed
AN00023108,2024-03-30,35035,demand_spike,1.0,0.0,0.361,Sales exceeded recent baseline.,closed
AN00023109,2024-03-30,35192,planogram_mismatch,0.3,0.0,0.128,Detected SKU may not match assigned slot.,closed
AN00023110,2024-03-30,45470,normal,1.0,0.0,0.358,No material exception detected.,closed
AN00023111,2024-03-30,45657,normal,0.737,0.0,0.28,No material exception detected.,closed
AN00023112,2024-03-30,45678,normal,1.0,0.0,0.353,No material exception detected.,closed
AN00023113,2024-03-30,46019,normal,1.0,0.0,0.461,No material exception detected.,closed
AN00023114,2024-03-30,55845,normal,0.821,0.0,0.309,No material exception detected.,closed
AN00023115,2024-03-30,65044,restocking_delay,0.723,0.019,0.276,Expected restock may not have reached shelf.,closed
AN00023116,2024-03-30,70133,normal,0.625,0.0,0.226,No material exception detected.,closed
AN00023117,2024-03-30,90130,normal,0.25,0.0,0.106,No material exception detected.,closed
AN00023118,2024-03-30,90143,normal,0.114,0.0,0.07,No material exception detected.,closed
AN00023119,2024-03-30,A10026,cv_error,1.0,0.008,0.445,Low CV confidence may explain stock mismatch.,closed
AN00023120,2024-03-30,A30035,normal,0.4,0.0,0.149,No material exception detected.,closed
AN00023121,2024-03-31,10060,normal,0.368,0.038,0.192,No material exception detected.,closed
AN00023122,2024-03-31,10091,normal,0.614,0.0,0.225,No material exception detected.,closed
AN00023123,2024-03-31,10092,normal,0.27,0.0,0.113,No material exception detected.,closed
AN00023124,2024-03-31,10093,normal,0.0,0.0,0.025,No material exception detected.,closed
AN00023125,2024-03-31,10094,normal,0.257,0.0,0.115,No material exception detected.,closed
AN00023126,2024-03-31,10095,normal,0.346,0.0,0.13,No material exception detected.,closed
AN00023127,2024-03-31,10100,normal,0.2,0.008,0.086,No material exception detected.,closed
AN00023128,2024-03-31,35035,normal,0.651,0.0,0.258,No material exception detected.,closed
AN00023129,2024-03-31,35192,normal,0.15,0.0,0.069,No material exception detected.,closed
AN00023130,2024-03-31,45470,normal,0.561,0.0,0.204,No material exception detected.,closed
AN00023131,2024-03-31,45657,normal,0.289,0.0,0.113,No material exception detected.,closed
AN00023132,2024-03-31,45678,normal,0.369,0.007,0.162,No material exception detected.,closed
AN00023133,2024-03-31,46019,normal,0.31,0.0,0.126,No material exception detected.,closed
AN00023134,2024-03-31,55845,normal,0.393,0.0,0.215,No material exception detected.,closed
AN00023135,2024-03-31,65044,normal,0.319,0.0,0.119,No material exception detected.,closed
AN00023136,2024-03-31,70133,normal,0.125,0.005,0.119,No material exception detected.,closed
AN00023137,2024-03-31,90130,normal,0.25,0.017,0.12,No material exception detected.,closed
AN00023138,2024-03-31,90143,normal,0.341,0.008,0.156,No material exception detected.,closed
AN00023139,2024-03-31,A10026,normal,0.882,0.0,0.318,No material exception detected.,closed
AN00023140,2024-03-31,A30035,normal,0.157,0.0,0.071,No material exception detected.,closed
AN00023141,2024-04-01,10060,normal,0.395,0.0,0.166,No material exception detected.,closed
AN00023142,2024-04-01,10091,normal,0.636,0.0,0.244,No material exception detected.,closed
AN00023143,2024-04-01,10092,normal,0.226,0.0,0.098,No material exception detected.,closed
AN00023144,2024-04-01,10093,normal,0.0,0.0,0.031,No material exception detected.,closed
AN00023145,2024-04-01,10094,normal,0.216,0.0,0.08,No material exception detected.,closed
AN00023146,2024-04-01,10095,normal,0.462,0.0,0.188,No material exception detected.,closed
AN00023147,2024-04-01,10100,planogram_mismatch,0.4,0.0,0.144,Detected SKU may not match assigned slot.,closed
AN00023148,2024-04-01,35035,normal,1.0,0.0,0.379,No material exception detected.,closed
AN00023149,2024-04-01,35192,normal,0.125,0.0,0.061,No material exception detected.,closed
AN00023150,2024-04-01,45470,normal,0.632,0.0,0.247,No material exception detected.,closed
AN00023151,2024-04-01,45657,restocking_delay,0.447,0.0,0.176,Expected restock may not have reached shelf.,closed
AN00023152,2024-04-01,45678,normal,0.369,0.008,0.136,No material exception detected.,closed
AN00023153,2024-04-01,46019,normal,0.619,0.0,0.244,No material exception detected.,closed
AN00023154,2024-04-01,55845,normal,0.161,0.0,0.07,No material exception detected.,closed
AN00023155,2024-04-01,65044,normal,0.574,0.0,0.236,No material exception detected.,closed
