validation_id,date,sku_id,semantic_check,stock_audit,constraint_check,final_result,retry_count
VA00000955,2021-07-08,55845,pass,pass,pass,pass,0
VA00000956,2021-07-21,55845,pass,review,fail,block,0
VA00000957,2021-08-19,55845,pass,pass,pass,pass,0
VA00000958,2021-11-22,55845,pass,pass,pass,pass,0
VA00000959,2021-12-20,55845,pass,review,fail,block,0
VA00000960,2022-01-09,55845,pass,review,pass,review,2
VA00000961,2022-01-26,55845,pass,review,pass,review,2
VA00000962,2022-02-13,55845,pass,pass,pass,pass,0
VA00000963,2022-02-26,55845,pass,pass,pass,pass,0
VA00000964,2022-03-09,55845,pass,pass,pass,pass,0
VA00000965,2022-03-29,55845,pass,review,fail,block,1
VA00000966,2022-04-15,55845,pass,pass,pass,pass,0
VA00000967,2022-05-08,55845,pass,review,pass,review,2
VA00000968,2022-05-21,55845,pass,pass,pass,pass,0
VA00000969,2022-06-07,55845,pass,review,pass,review,1
VA00000970,2022-06-21,55845,pass,pass,pass,pass,0
VA00000971,2022-07-03,55845,pass,pass,pass,pass,0
VA00000972,2022-07-12,55845,pass,pass,pass,pass,0
VA00000973,2022-07-25,55845,pass,review,pass,review,2
VA00000974,2022-08-07,55845,pass,review,pass,review,0
VA00000975,2022-08-14,55845,pass,pass,pass,pass,0
VA00000976,2022-08-25,55845,pass,pass,pass,pass,0
VA00000977,2022-09-07,55845,pass,pass,pass,pass,0
VA00000978,2022-09-30,55845,pass,pass,pass,pass,0
VA00000979,2022-10-18,55845,pass,pass,pass,pass,0
VA00000980,2022-12-01,55845,pass,review,pass,review,2
VA00000981,2023-02-28,55845,pass,review,pass,review,1
VA00000982,2023-03-29,55845,pass,pass,pass,pass,0
VA00000983,2023-04-20,55845,pass,review,pass,review,2
VA00000984,2023-05-04,55845,pass,pass,pass,pass,0
VA00000985,2023-05-21,55845,pass,pass,pass,pass,0
VA00000986,2023-06-10,55845,pass,pass,pass,pass,0
VA00000987,2023-06-28,55845,pass,review,fail,block,1
VA00000988,2023-07-10,55845,pass,pass,pass,pass,0
VA00000989,2023-07-19,55845,pass,pass,pass,pass,0
VA00000990,2023-07-31,55845,pass,review,pass,review,2
VA00000991,2023-08-10,55845,pass,pass,pass,pass,0
VA00000992,2023-08-19,55845,pass,review,pass,review,0
VA00000993,2023-08-31,55845,pass,pass,pass,pass,0
VA00000994,2023-09-24,55845,pass,pass,pass,pass,0
VA00000995,2023-11-17,55845,pass,review,fail,block,2
VA00000996,2023-12-29,55845,pass,pass,pass,pass,0
VA00000997,2024-01-19,55845,pass,review,fail,block,2
VA00000998,2024-02-10,55845,pass,pass,pass,pass,0
VA00000999,2024-03-15,55845,pass,review,pass,review,2
VA00001000,2024-03-30,55845,pass,review,fail,block,2
VA00001001,2024-04-19,55845,pass,review,fail,block,2
VA00001002,2024-05-01,55845,pass,review,pass,review,0
VA00001003,2024-05-17,55845,pass,pass,pass,pass,0
VA00001004,2024-06-02,55845,pass,pass,pass,pass,0
VA00001005,2024-06-22,55845,pass,pass,pass,pass,0
VA00001006,2024-07-11,55845,pass,pass,pass,pass,0
VA00001007,2024-07-24,55845,pass,review,fail,block,1
VA00001008,2024-08-02,55845,pass,pass,pass,pass,0
VA00001009,2024-08-14,55845,pass,pass,pass,pass,0
VA00001010,2024-08-29,55845,pass,pass,pass,pass,0
VA00001011,2024-09-16,55845,pass,pass,pass,pass,0
VA00001012,2024-12-16,55845,pass,review,pass,review,1
VA00001013,2025-03-06,55845,pass,pass,pass,pass,0
VA00001014,2025-06-21,55845,pass,review,pass,review,0
VA00001015,2025-08-01,55845,pass,pass,pass,pass,0
VA00001016,2026-01-21,55845,pass,pass,pass,pass,0
VA00001017,2021-03-05,65044,pass,review,pass,review,0
VA00001018,2021-04-13,65044,pass,pass,pass,pass,0
VA00001019,2021-05-20,65044,pass,pass,pass,pass,0
VA00001020,2021-07-08,65044,pass,pass,pass,pass,0
VA00001021,2021-07-30,65044,pass,pass,pass,pass,0
VA00001022,2021-08-31,65044,pass,review,fail,block,0
VA00001023,2021-10-02,65044,pass,pass,pass,pass,0
VA00001024,2021-11-11,65044,pass,review,fail,block,2
VA00001025,2021-12-18,65044,pass,review,pass,review,2
VA00001026,2022-02-10,65044,pass,pass,pass,pass,0
VA00001027,2022-04-13,65044,pass,pass,pass,pass,0
VA00001028,2022-04-22,65044,pass,review,fail,block,2
VA00001029,2022-05-08,65044,pass,pass,pass,pass,0
VA00001030,2022-05-19,65044,pass,pass,pass,pass,0
VA00001031,2022-06-12,65044,pass,pass,pass,pass,0
VA00001032,2022-06-28,65044,pass,pass,pass,pass,0
VA00001033,2022-07-24,65044,pass,review,pass,review,0
VA00001034,2022-09-05,65044,pass,pass,pass,pass,0
VA00001035,2022-10-12,65044,pass,pass,pass,pass,0
VA00001036,2022-12-14,65044,pass,pass,pass,pass,0
VA00001037,2023-02-23,65044,pass,pass,pass,pass,0
VA00001038,2023-03-28,65044,pass,pass,pass,pass,0
VA00001039,2023-04-13,65044,pass,pass,pass,pass,0
VA00001040,2023-05-03,65044,pass,review,pass,review,0
VA00001041,2023-05-23,65044,pass,pass,pass,pass,0
VA00001042,2023-06-14,65044,pass,pass,pass,pass,0
VA00001043,2023-07-04,65044,pass,pass,pass,pass,0
VA00001044,2023-07-30,65044,pass,review,pass,review,2
VA00001045,2023-08-20,65044,pass,review,pass,review,1
VA00001046,2023-09-24,65044,pass,review,pass,review,0
VA00001047,2023-10-12,65044,pass,pass,pass,pass,0
VA00001048,2023-11-03,65044,pass,pass,pass,pass,0
VA00001049,2023-11-21,65044,pass,pass,pass,pass,0
VA00001050,2023-12-04,65044,pass,pass,pass,pass,0
VA00001051,2023-12-19,65044,pass,review,pass,review,2
VA00001052,2024-01-22,65044,pass,pass,pass,pass,0
VA00001053,2024-03-23,65044,pass,review,pass,review,2
VA00001054,2024-04-10,65044,pass,pass,pass,pass,0
VA00001055,2024-04-20,65044,pass,pass,pass,pass,0
VA00001056,2024-05-09,65044,pass,review,pass,review,2
VA00001057,2024-07-05,65044,pass,review,pass,review,0
VA00001058,2024-08-06,65044,pass,review,fail,block,2
VA00001059,2024-09-11,65044,pass,pass,pass,pass,0
VA00001060,2024-09-26,65044,pass,pass,pass,pass,0
VA00001061,2024-10-10,65044,pass,pass,pass,pass,0
VA00001062,2024-10-21,65044,pass,review,pass,review,0
VA00001063,2024-11-01,65044,pass,pass,pass,pass,0
VA00001064,2024-11-14,65044,pass,review,pass,review,2
VA00001065,2024-11-25,65044,pass,pass,pass,pass,0
VA00001066,2025-01-19,65044,pass,pass,pass,pass,0
VA00001067,2025-01-30,65044,pass,pass,pass,pass,0
VA00001068,2025-02-08,65044,pass,pass,pass,pass,0
VA00001069,2025-03-12,65044,pass,pass,pass,pass,0
VA00001070,2025-03-26,65044,pass,review,fail,block,2
VA00001071,2025-04-07,65044,pass,review,pass,review,1
VA00001072,2025-04-20,65044,pass,pass,pass,pass,0
VA00001073,2025-05-02,65044,pass,pass,pass,pass,0
VA00001074,2025-05-14,65044,pass,pass,pass,pass,0
VA00001075,2025-05-27,65044,pass,pass,pass,pass,0
VA00001076,2025-06-13,65044,pass,review,pass,review,2
VA00001077,2025-08-15,65044,pass,pass,pass,pass,0
VA00001078,2025-09-17,65044,pass,pass,pass,pass,0
VA00001079,2025-09-30,65044,pass,review,pass,review,2
VA00001080,2025-10-16,65044,pass,pass,pass,pass,0
VA00001081,2025-11-02,65044,pass,review,fail,block,1
VA00001082,2025-11-20,65044,pass,pass,pass,pass,0
VA00001083,2025-12-09,65044,pass,pass,pass,pass,0
VA00001084,2025-12-31,65044,pass,pass,pass,pass,0
VA00001085,2026-01-18,65044,pass,review,fail,block,2
VA00001086,2026-02-07,65044,pass,pass,pass,pass,0
VA00001087,2026-03-22,65044,pass,pass,pass,pass,0
VA00001088,2026-04-15,65044,pass,pass,pass,pass,0
VA00001089,2026-05-07,65044,pass,pass,pass,pass,0
VA00001090,2021-02-06,70133,pass,review,pass,review,1
VA00001091,2021-02-26,70133,pass,review,fail,block,0
VA00001092,2021-03-15,70133,pass,pass,pass,pass,0
VA00001093,2021-04-03,70133,pass,pass,pass,pass,0
VA00001094,2021-04-20,70133,pass,pass,pass,pass,0
VA00001095,2021-05-06,70133,pass,review,fail,block,1
VA00001096,2021-05-24,70133,pass,pass,pass,pass,0
VA00001097,2021-06-12,70133,pass,pass,pass,pass,0
VA00001098,2021-07-03,70133,pass,pass,pass,pass,0
VA00001099,2021-07-21,70133,pass,pass,pass,pass,0
VA00001100,2021-08-10,70133,pass,review,fail,block,2
VA00001101,2021-08-27,70133,pass,review,fail,block,1
VA00001102,2021-09-15,70133,pass,pass,pass,pass,0
VA00001103,2021-10-05,70133,pass,pass,pass,pass,0
VA00001104,2021-10-23,70133,pass,pass,pass,pass,0
VA00001105,2021-11-11,70133,pass,pass,pass,pass,0
VA00001106,2021-11-29,70133,pass,review,fail,block,2
VA00001107,2021-12-18,70133,pass,pass,pass,pass,0
VA00001108,2022-01-06,70133,pass,pass,pass,pass,0
VA00001109,2022-02-02,70133,pass,pass,pass,pass,0
VA00001110,2022-02-23,70133,pass,pass,pass,pass,0
VA00001111,2022-03-18,70133,pass,review,pass,review,2
VA00001112,2022-04-21,70133,pass,pass,pass,pass,0
VA00001113,2022-05-19,70133,pass,review,fail,block,1
VA00001114,2022-06-10,70133,pass,pass,pass,pass,0
VA00001115,2022-06-28,70133,pass,pass,pass,pass,0
VA00001116,2022-07-11,70133,pass,pass,pass,pass,0
VA00001117,2022-07-27,70133,pass,pass,pass,pass,0
VA00001118,2022-08-12,70133,pass,pass,pass,pass,0
VA00001119,2022-09-06,70133,pass,pass,pass,pass,0
VA00001120,2022-10-04,70133,pass,pass,pass,pass,0
VA00001121,2022-11-04,70133,pass,pass,pass,pass,0
VA00001122,2022-12-03,70133,pass,review,pass,review,0
VA00001123,2023-01-06,70133,pass,pass,pass,pass,0
VA00001124,2023-02-17,70133,pass,pass,pass,pass,0
VA00001125,2023-03-25,70133,pass,review,fail,block,2
VA00001126,2023-04-24,70133,pass,pass,pass,pass,0
VA00001127,2023-05-24,70133,pass,review,pass,review,0
VA00001128,2023-06-22,70133,pass,pass,pass,pass,0
VA00001129,2023-07-16,70133,pass,pass,pass,pass,0
VA00001130,2023-08-12,70133,pass,pass,pass,pass,0
VA00001131,2023-09-08,70133,pass,pass,pass,pass,0
VA00001132,2023-10-09,70133,pass,pass,pass,pass,0
VA00001133,2023-11-02,70133,pass,pass,pass,pass,0
VA00001134,2023-11-29,70133,pass,pass,pass,pass,0
VA00001135,2023-12-22,70133,pass,pass,pass,pass,0
VA00001136,2024-01-26,70133,pass,pass,pass,pass,0
VA00001137,2024-03-05,70133,pass,review,pass,review,0
VA00001138,2024-04-06,70133,pass,pass,pass,pass,0
VA00001139,2024-05-02,70133,pass,review,fail,block,2
VA00001140,2024-05-27,70133,pass,review,fail,block,1
VA00001141,2024-06-20,70133,pass,review,fail,block,0
VA00001142,2024-07-09,70133,pass,pass,pass,pass,0
VA00001143,2024-08-01,70133,pass,pass,pass,pass,0
VA00001144,2024-08-22,70133,pass,review,pass,review,2
VA00001145,2024-09-15,70133,pass,pass,pass,pass,0
VA00001146,2024-10-12,70133,pass,pass,pass,pass,0
VA00001147,2024-11-14,70133,pass,review,pass,review,1
VA00001148,2024-12-07,70133,pass,pass,pass,pass,0
VA00001149,2024-12-28,70133,pass,pass,pass,pass,0
VA00001150,2025-01-29,70133,pass,pass,pass,pass,0
VA00001151,2025-03-02,70133,pass,pass,pass,pass,0
VA00001152,2025-03-29,70133,pass,pass,pass,pass,0
VA00001153,2025-04-26,70133,pass,pass,pass,pass,0
VA00001154,2025-05-29,70133,pass,review,pass,review,1
VA00001155,2025-06-27,70133,pass,review,pass,review,0
VA00001156,2025-07-22,70133,pass,review,fail,block,1
VA00001157,2025-08-16,70133,pass,review,pass,review,1
VA00001158,2025-09-10,70133,pass,review,fail,block,0
VA00001159,2025-10-09,70133,pass,pass,pass,pass,0
VA00001160,2025-11-07,70133,pass,pass,pass,pass,0
VA00001161,2025-12-08,70133,pass,pass,pass,pass,0
VA00001162,2026-01-05,70133,pass,pass,pass,pass,0
VA00001163,2026-02-21,70133,pass,pass,pass,pass,0
VA00001164,2026-04-01,70133,pass,pass,pass,pass,0
VA00001165,2026-05-08,70133,pass,pass,pass,pass,0
VA00001166,2021-10-01,90130,pass,pass,pass,pass,0
VA00001167,2021-10-18,90130,pass,review,pass,review,2
VA00001168,2021-11-02,90130,pass,pass,pass,pass,0
VA00001169,2021-11-13,90130,pass,review,fail,block,0
VA00001170,2021-11-26,90130,pass,pass,pass,pass,0
VA00001171,2021-12-15,90130,pass,pass,pass,pass,0
VA00001172,2021-12-26,90130,pass,pass,pass,pass,0
VA00001173,2022-01-09,90130,pass,review,fail,block,1
VA00001174,2022-01-27,90130,pass,pass,pass,pass,0
VA00001175,2022-02-12,90130,pass,review,fail,block,1
VA00001176,2022-03-06,90130,pass,pass,pass,pass,0
VA00001177,2022-04-03,90130,pass,pass,pass,pass,0
VA00001178,2022-04-25,90130,pass,pass,pass,pass,0
VA00001179,2022-05-16,90130,pass,review,fail,block,1
VA00001180,2022-06-10,90130,pass,review,fail,block,1
VA00001181,2022-07-02,90130,pass,pass,pass,pass,0
VA00001182,2022-07-19,90130,pass,pass,pass,pass,0
VA00001183,2022-08-05,90130,pass,pass,pass,pass,0
VA00001184,2022-08-19,90130,pass,review,fail,block,0
VA00001185,2022-09-03,90130,pass,review,fail,block,0
VA00001186,2022-09-21,90130,pass,pass,pass,pass,0
VA00001187,2022-10-09,90130,pass,pass,pass,pass,0
VA00001188,2022-10-30,90130,pass,review,fail,block,2
VA00001189,2022-11-13,90130,pass,pass,pass,pass,0
VA00001190,2022-11-24,90130,pass,pass,pass,pass,0
VA00001191,2022-12-12,90130,pass,review,fail,block,2
VA00001192,2022-12-24,90130,pass,pass,pass,pass,0
VA00001193,2023-01-12,90130,pass,review,pass,review,1
VA00001194,2023-02-07,90130,pass,review,pass,review,2
VA00001195,2023-02-23,90130,pass,pass,pass,pass,0
VA00001196,2023-03-15,90130,pass,review,pass,review,1
VA00001197,2023-03-31,90130,pass,pass,pass,pass,0
VA00001198,2023-04-20,90130,pass,pass,pass,pass,0
VA00001199,2023-05-14,90130,pass,review,pass,review,2
VA00001200,2023-06-06,90130,pass,pass,pass,pass,0
VA00001201,2023-06-26,90130,pass,pass,pass,pass,0
VA00001202,2023-07-16,90130,pass,pass,pass,pass,0
VA00001203,2023-08-08,90130,pass,pass,pass,pass,0
VA00001204,2023-08-23,90130,pass,pass,pass,pass,0
VA00001205,2023-09-01,90130,pass,review,fail,block,2
VA00001206,2023-09-13,90130,pass,review,pass,review,2
VA00001207,2023-09-22,90130,pass,pass,pass,pass,0
VA00001208,2023-10-01,90130,pass,pass,pass,pass,0
VA00001209,2023-10-25,90130,pass,pass,pass,pass,0
VA00001210,2023-11-14,90130,pass,review,fail,block,1
VA00001211,2023-12-07,90130,pass,review,fail,block,2
VA00001212,2023-12-28,90130,pass,review,pass,review,2
VA00001213,2024-01-18,90130,pass,pass,pass,pass,0
VA00001214,2024-03-09,90130,pass,pass,pass,pass,0
VA00001215,2024-04-07,90130,pass,pass,pass,pass,0
VA00001216,2024-05-03,90130,pass,pass,pass,pass,0
VA00001217,2024-06-27,90130,pass,pass,pass,pass,0
VA00001218,2024-07-19,90130,pass,pass,pass,pass,0
VA00001219,2024-08-15,90130,pass,review,pass,review,2
VA00001220,2024-09-11,90130,pass,pass,pass,pass,0
VA00001221,2024-10-04,90130,pass,pass,pass,pass,0
VA00001222,2024-10-24,90130,pass,pass,pass,pass,0
VA00001223,2024-11-16,90130,pass,review,fail,block,2
VA00001224,2025-01-09,90130,pass,pass,pass,pass,0
VA00001225,2025-01-31,90130,pass,pass,pass,pass,0
VA00001226,2025-03-26,90130,pass,pass,pass,pass,0
VA00001227,2025-04-24,90130,pass,pass,pass,pass,0
VA00001228,2025-06-18,90130,pass,pass,pass,pass,0
VA00001229,2025-07-12,90130,pass,review,fail,block,1
VA00001230,2025-08-08,90130,pass,pass,pass,pass,0
VA00001231,2025-09-05,90130,pass,review,pass,review,0
VA00001232,2025-10-03,90130,pass,pass,pass,pass,0
VA00001233,2025-11-07,90130,pass,review,fail,block,2
VA00001234,2025-11-28,90130,pass,review,fail,block,1
VA00001235,2026-01-31,90130,pass,review,fail,block,1
VA00001236,2026-03-03,90130,pass,review,pass,review,0
VA00001237,2026-04-01,90130,pass,pass,pass,pass,0
VA00001238,2026-05-05,90130,pass,review,fail,block,1
VA00001239,2021-02-08,90143,pass,pass,pass,pass,0
VA00001240,2021-02-22,90143,pass,pass,pass,pass,0
VA00001241,2021-03-08,90143,pass,pass,pass,pass,0
VA00001242,2021-03-20,90143,pass,pass,pass,pass,0
VA00001243,2021-04-03,90143,pass,pass,pass,pass,0
VA00001244,2021-04-15,90143,pass,pass,pass,pass,0
VA00001245,2021-04-28,90143,pass,review,fail,block,2
VA00001246,2021-05-08,90143,pass,pass,pass,pass,0
VA00001247,2021-05-22,90143,pass,pass,pass,pass,0
VA00001248,2021-09-03,90143,pass,pass,pass,pass,0
VA00001249,2021-09-15,90143,pass,review,fail,block,0
VA00001250,2021-09-28,90143,pass,pass,pass,pass,0
VA00001251,2021-10-09,90143,pass,pass,pass,pass,0
VA00001252,2021-10-23,90143,pass,pass,pass,pass,0
VA00001253,2021-11-07,90143,pass,pass,pass,pass,0
VA00001254,2021-11-25,90143,pass,review,fail,block,0
VA00001255,2021-12-12,90143,pass,pass,pass,pass,0
VA00001256,2022-01-02,90143,pass,pass,pass,pass,0
VA00001257,2022-01-18,90143,pass,pass,pass,pass,0
VA00001258,2022-02-03,90143,pass,pass,pass,pass,0
VA00001259,2022-02-17,90143,pass,pass,pass,pass,0
VA00001260,2022-03-02,90143,pass,pass,pass,pass,0
VA00001261,2022-03-14,90143,pass,pass,pass,pass,0
VA00001262,2022-03-29,90143,pass,review,pass,review,0
VA00001263,2022-04-14,90143,pass,review,pass,review,2
VA00001264,2022-04-23,90143,pass,pass,pass,pass,0
VA00001265,2022-05-06,90143,pass,pass,pass,pass,0
VA00001266,2022-05-17,90143,pass,review,fail,block,1
VA00001267,2022-06-01,90143,pass,review,fail,block,2
VA00001268,2022-06-25,90143,pass,review,pass,review,0
VA00001269,2022-07-24,90143,pass,pass,pass,pass,0
VA00001270,2022-08-22,90143,pass,pass,pass,pass,0
VA00001271,2022-09-18,90143,pass,pass,pass,pass,0
VA00001272,2022-10-15,90143,pass,pass,pass,pass,0
VA00001273,2022-11-24,90143,pass,review,fail,block,2
VA00001274,2022-12-24,90143,pass,review,fail,block,2
VA00001275,2023-01-27,90143,pass,pass,pass,pass,0
VA00001276,2023-03-01,90143,pass,pass,pass,pass,0
VA00001277,2023-04-02,90143,pass,pass,pass,pass,0
VA00001278,2023-05-07,90143,pass,review,fail,block,2
VA00001279,2023-06-09,90143,pass,review,fail,block,1
VA00001280,2023-08-14,90143,pass,pass,pass,pass,0
VA00001281,2023-10-17,90143,pass,pass,pass,pass,0
VA00001282,2023-12-16,90143,pass,pass,pass,pass,0
VA00001283,2024-02-08,90143,pass,pass,pass,pass,0
VA00001284,2024-03-19,90143,pass,pass,pass,pass,0
VA00001285,2024-04-21,90143,pass,review,pass,review,2
VA00001286,2024-05-13,90143,pass,review,pass,review,0
VA00001287,2024-06-07,90143,pass,pass,pass,pass,0
VA00001288,2024-06-28,90143,pass,pass,pass,pass,0
VA00001289,2024-07-20,90143,pass,pass,pass,pass,0
VA00001290,2024-08-12,90143,pass,pass,pass,pass,0
VA00001291,2024-09-14,90143,pass,pass,pass,pass,0
VA00001292,2024-10-12,90143,pass,review,fail,block,2
VA00001293,2024-11-18,90143,pass,review,pass,review,1
VA00001294,2024-12-17,90143,pass,pass,pass,pass,0
VA00001295,2025-01-21,90143,pass,review,pass,review,0
VA00001296,2025-02-22,90143,pass,review,fail,block,0
VA00001297,2025-03-08,90143,pass,pass,pass,pass,0
VA00001298,2025-03-22,90143,pass,review,fail,block,2
VA00001299,2025-04-11,90143,pass,review,pass,review,2
VA00001300,2025-05-04,90143,pass,pass,pass,pass,0
VA00001301,2025-05-30,90143,pass,pass,pass,pass,0
VA00001302,2025-06-20,90143,pass,pass,pass,pass,0
VA00001303,2025-07-11,90143,pass,review,pass,review,1
VA00001304,2025-08-02,90143,pass,review,fail,block,0
VA00001305,2025-08-29,90143,pass,review,pass,review,0
VA00001306,2025-09-22,90143,pass,review,fail,block,0
VA00001307,2025-10-24,90143,pass,pass,pass,pass,0
VA00001308,2025-11-25,90143,pass,pass,pass,pass,0
VA00001309,2026-01-01,90143,pass,pass,pass,pass,0
VA00001310,2026-02-20,90143,pass,review,pass,review,1
VA00001311,2026-03-26,90143,pass,pass,pass,pass,0
VA00001312,2026-04-23,90143,pass,review,pass,review,0
VA00001313,2026-05-22,90143,pass,review,fail,block,0
VA00001314,2021-03-16,A10026,pass,pass,pass,pass,0
VA00001315,2021-04-15,A10026,pass,review,pass,review,1
VA00001316,2021-05-11,A10026,pass,review,fail,block,0
VA00001317,2021-06-15,A10026,pass,pass,pass,pass,0
VA00001318,2021-07-19,A10026,pass,pass,pass,pass,0
VA00001319,2021-08-22,A10026,pass,review,pass,review,0
VA00001320,2021-09-21,A10026,pass,review,pass,review,0
VA00001321,2021-10-29,A10026,pass,review,fail,block,0
VA00001322,2021-12-17,A10026,pass,review,fail,block,1
VA00001323,2022-02-23,A10026,pass,review,pass,review,1
VA00001324,2022-04-05,A10026,pass,review,pass,review,1
VA00001325,2022-05-07,A10026,pass,pass,pass,pass,0
VA00001326,2022-05-29,A10026,pass,review,fail,block,2
VA00001327,2022-06-26,A10026,pass,review,pass,review,0
VA00001328,2022-07-30,A10026,pass,review,fail,block,0
VA00001329,2022-08-21,A10026,pass,pass,pass,pass,0
VA00001330,2022-09-20,A10026,pass,review,fail,block,0
VA00001331,2022-11-11,A10026,pass,review,pass,review,0
VA00001332,2023-01-10,A10026,pass,pass,pass,pass,0
VA00001333,2023-03-13,A10026,pass,pass,pass,pass,0
VA00001334,2023-04-18,A10026,pass,review,pass,review,2
VA00001335,2023-06-01,A10026,pass,pass,pass,pass,0
VA00001336,2023-07-05,A10026,pass,review,pass,review,1
VA00001337,2023-07-30,A10026,pass,review,pass,review,0
VA00001338,2023-08-22,A10026,pass,pass,pass,pass,0
VA00001339,2023-09-14,A10026,pass,review,fail,block,2
VA00001340,2023-10-01,A10026,pass,pass,pass,pass,0
VA00001341,2023-10-20,A10026,pass,review,pass,review,1
VA00001342,2023-11-13,A10026,pass,review,fail,block,2
VA00001343,2023-12-17,A10026,pass,pass,pass,pass,0
VA00001344,2024-01-22,A10026,pass,review,pass,review,1
VA00001345,2024-02-28,A10026,pass,pass,pass,pass,0
VA00001346,2024-04-06,A10026,pass,pass,pass,pass,0
VA00001347,2024-04-28,A10026,pass,review,fail,block,2
VA00001348,2024-05-26,A10026,pass,pass,pass,pass,0
VA00001349,2024-06-20,A10026,pass,review,fail,block,2
VA00001350,2024-07-18,A10026,pass,pass,pass,pass,0
VA00001351,2024-08-10,A10026,pass,pass,pass,pass,0
VA00001352,2024-09-06,A10026,pass,pass,pass,pass,0
VA00001353,2024-10-17,A10026,pass,pass,pass,pass,0
VA00001354,2024-10-31,A10026,pass,pass,pass,pass,0
VA00001355,2024-11-16,A10026,pass,review,fail,block,1
VA00001356,2024-12-07,A10026,pass,pass,pass,pass,0
VA00001357,2024-12-28,A10026,pass,review,pass,review,0
VA00001358,2025-01-22,A10026,pass,review,pass,review,2
VA00001359,2025-02-15,A10026,pass,pass,pass,pass,0
VA00001360,2025-03-10,A10026,pass,review,fail,block,0
VA00001361,2025-04-03,A10026,pass,pass,pass,pass,0
VA00001362,2025-05-21,A10026,pass,pass,pass,pass,0
VA00001363,2025-06-02,A10026,pass,pass,pass,pass,0
VA00001364,2025-06-17,A10026,pass,review,fail,block,1
VA00001365,2025-07-04,A10026,pass,pass,pass,pass,0
VA00001366,2025-08-15,A10026,pass,pass,pass,pass,0
VA00001367,2025-09-06,A10026,pass,pass,pass,pass,0
VA00001368,2025-10-17,A10026,pass,review,fail,block,0
VA00001369,2025-11-01,A10026,pass,pass,pass,pass,0
VA00001370,2025-11-20,A10026,pass,review,pass,review,2
VA00001371,2025-12-18,A10026,pass,pass,pass,pass,0
VA00001372,2026-01-13,A10026,pass,pass,pass,pass,0
VA00001373,2026-05-03,A10026,pass,review,pass,review,2
VA00001374,2026-05-21,A10026,pass,pass,pass,pass,0
VA00001375,2021-03-20,A30035,pass,review,fail,block,1
VA00001376,2021-04-12,A30035,pass,review,fail,block,2
VA00001377,2021-05-11,A30035,pass,review,pass,review,0
VA00001378,2021-05-31,A30035,pass,pass,pass,pass,0
VA00001379,2021-06-21,A30035,pass,pass,pass,pass,0
VA00001380,2021-07-04,A30035,pass,review,pass,review,2
VA00001381,2021-07-28,A30035,pass,pass,pass,pass,0
VA00001382,2021-08-12,A30035,pass,pass,pass,pass,0
VA00001383,2021-11-14,A30035,pass,pass,pass,pass,0
VA00001384,2022-01-09,A30035,pass,pass,pass,pass,0
VA00001385,2022-02-05,A30035,pass,pass,pass,pass,0
VA00001386,2022-03-03,A30035,pass,review,pass,review,2
VA00001387,2022-03-20,A30035,pass,review,fail,block,0
VA00001388,2022-04-11,A30035,pass,pass,pass,pass,0
VA00001389,2022-05-04,A30035,pass,review,fail,block,2
VA00001390,2022-05-25,A30035,pass,pass,pass,pass,0
VA00001391,2022-06-12,A30035,pass,pass,pass,pass,0
VA00001392,2022-06-22,A30035,pass,pass,pass,pass,0
VA00001393,2022-07-04,A30035,pass,pass,pass,pass,0
VA00001394,2022-07-13,A30035,pass,pass,pass,pass,0
VA00001395,2022-07-21,A30035,pass,pass,pass,pass,0
VA00001396,2022-07-29,A30035,pass,review,pass,review,1
VA00001397,2022-08-05,A30035,pass,pass,pass,pass,0
VA00001398,2022-08-12,A30035,pass,pass,pass,pass,0
VA00001399,2022-08-18,A30035,pass,pass,pass,pass,0
VA00001400,2022-08-25,A30035,pass,review,pass,review,0
VA00001401,2022-09-03,A30035,pass,pass,pass,pass,0
VA00001402,2022-09-17,A30035,pass,pass,pass,pass,0
VA00001403,2022-09-30,A30035,pass,pass,pass,pass,0
VA00001404,2022-10-10,A30035,pass,review,fail,block,1
VA00001405,2022-11-15,A30035,pass,pass,pass,pass,0
VA00001406,2023-01-07,A30035,pass,pass,pass,pass,0
VA00001407,2023-02-06,A30035,pass,pass,pass,pass,0
VA00001408,2023-02-25,A30035,pass,pass,pass,pass,0
VA00001409,2023-03-10,A30035,pass,pass,pass,pass,0
VA00001410,2023-03-26,A30035,pass,pass,pass,pass,0
VA00001411,2023-04-07,A30035,pass,pass,pass,pass,0
VA00001412,2023-04-20,A30035,pass,pass,pass,pass,0
VA00001413,2023-04-30,A30035,pass,pass,pass,pass,0
VA00001414,2023-05-12,A30035,pass,pass,pass,pass,0
VA00001415,2023-05-26,A30035,pass,review,pass,review,1
VA00001416,2023-06-09,A30035,pass,pass,pass,pass,0
VA00001417,2023-06-23,A30035,pass,pass,pass,pass,0
VA00001418,2023-07-03,A30035,pass,review,fail,block,0
VA00001419,2023-07-14,A30035,pass,review,fail,block,1
VA00001420,2023-07-25,A30035,pass,review,fail,block,2
VA00001421,2023-08-05,A30035,pass,pass,pass,pass,0
VA00001422,2023-08-16,A30035,pass,pass,pass,pass,0
VA00001423,2023-08-25,A30035,pass,pass,pass,pass,0
VA00001424,2023-09-05,A30035,pass,review,pass,review,0
VA00001425,2023-09-19,A30035,pass,review,fail,block,2
VA00001426,2023-10-04,A30035,pass,pass,pass,pass,0
