date,temperature,weather,is_holiday,is_weekend
2025-01-17,20.8,cloudy,0,0
2025-01-18,21.3,rainy,1,1
2025-01-19,18.1,sunny,1,1
2025-01-20,18.4,sunny,0,0
2025-01-21,18.8,rainy,0,0
2025-01-22,18.3,sunny,0,0
2025-01-23,18.5,rainy,0,0
2025-01-24,26.0,sunny,0,0
2025-01-25,19.1,cloudy,1,1
2025-01-26,16.9,cloudy,1,1
2025-01-27,17.5,rainy,0,0
2025-01-28,23.6,snowy,0,0
2025-01-29,19.0,snowy,0,0
2025-01-30,16.8,cloudy,0,0
2025-01-31,15.4,sunny,0,0
2025-02-01,25.4,rainy,1,1
2025-02-02,21.3,sunny,1,1
2025-02-03,19.9,sunny,0,0
2025-02-04,21.8,cloudy,0,0
2025-02-05,16.9,sunny,0,0
2025-02-06,17.8,cloudy,0,0
2025-02-07,18.6,rainy,0,0
2025-02-08,20.5,cloudy,1,1
2025-02-09,23.4,sunny,1,1
2025-02-10,24.8,rainy,0,0
2025-02-11,18.2,sunny,0,0
2025-02-12,22.9,cloudy,0,0
2025-02-13,21.3,cloudy,0,0
2025-02-14,19.9,rainy,0,0
2025-02-15,23.3,cloudy,1,1
2025-02-16,27.9,rainy,1,1
2025-02-17,22.5,rainy,0,0
2025-02-18,22.0,cloudy,0,0
2025-02-19,24.2,rainy,0,0
2025-02-20,20.6,snowy,0,0
2025-02-21,25.3,sunny,0,0
2025-02-22,19.8,sunny,1,1
2025-02-23,25.4,sunny,1,1
2025-02-24,21.6,cloudy,0,0
2025-02-25,23.8,sunny,0,0
2025-02-26,24.3,sunny,1,0
2025-02-27,19.8,cloudy,0,0
2025-02-28,23.7,sunny,0,0
2025-03-01,24.5,sunny,1,1
2025-03-02,24.1,sunny,1,1
2025-03-03,22.9,sunny,0,0
2025-03-04,27.2,cloudy,0,0
2025-03-05,24.4,sunny,0,0
2025-03-06,22.8,sunny,0,0
2025-03-07,26.1,sunny,0,0
2025-03-08,24.7,sunny,1,1
2025-03-09,24.4,sunny,1,1
2025-03-10,24.6,snowy,0,0
2025-03-11,22.7,sunny,0,0
2025-03-12,24.1,cloudy,0,0
2025-03-13,27.9,rainy,0,0
2025-03-14,28.5,cloudy,0,0
2025-03-15,20.3,rainy,1,1
2025-03-16,27.8,sunny,1,1
2025-03-17,25.8,sunny,0,0
2025-03-18,27.3,cloudy,0,0
2025-03-19,28.1,sunny,0,0
2025-03-20,27.4,sunny,0,0
2025-03-21,31.3,rainy,0,0
2025-03-22,18.6,cloudy,1,1
2025-03-23,30.3,cloudy,1,1
2025-03-24,27.6,sunny,0,0
2025-03-25,27.5,sunny,0,0
2025-03-26,29.3,cloudy,0,0
2025-03-27,23.8,sunny,0,0
2025-03-28,23.0,sunny,0,0
2025-03-29,25.7,sunny,1,1
2025-03-30,25.1,sunny,1,1
2025-03-31,23.1,sunny,0,0
2025-04-01,27.0,snowy,0,0
2025-04-02,24.2,cloudy,0,0
2025-04-03,23.0,sunny,0,0
2025-04-04,36.3,cloudy,0,0
2025-04-05,30.2,sunny,1,1
2025-04-06,26.2,cloudy,1,1
2025-04-07,25.6,sunny,0,0
2025-04-08,30.3,sunny,0,0
2025-04-09,23.8,sunny,0,0
2025-04-10,29.9,sunny,0,0
2025-04-11,21.8,sunny,0,0
2025-04-12,21.8,rainy,1,1
2025-04-13,26.7,rainy,1,1
2025-04-14,22.6,sunny,0,0
2025-04-15,28.8,cloudy,0,0
2025-04-16,23.4,sunny,0,0
2025-04-17,26.8,rainy,0,0
2025-04-18,23.1,sunny,0,0
2025-04-19,21.2,cloudy,1,1
2025-04-20,25.3,rainy,1,1
2025-04-21,26.5,sunny,0,0
2025-04-22,31.6,sunny,0,0
2025-04-23,26.9,cloudy,0,0
2025-04-24,22.6,sunny,0,0
2025-04-25,18.9,cloudy,0,0
2025-04-26,19.0,cloudy,1,1
2025-04-27,31.2,sunny,1,1
2025-04-28,24.0,cloudy,0,0
2025-04-29,28.0,cloudy,0,0
2025-04-30,25.5,sunny,0,0
2025-05-01,24.1,rainy,0,0
2025-05-02,25.8,sunny,0,0
2025-05-03,29.1,cloudy,1,1
2025-05-04,34.0,sunny,1,1
2025-05-05,22.0,sunny,0,0
2025-05-06,29.8,rainy,0,0
2025-05-07,27.3,sunny,0,0
2025-05-08,27.9,sunny,0,0
2025-05-09,24.2,sunny,1,0
2025-05-10,25.4,sunny,1,1
2025-05-11,20.8,cloudy,1,1
2025-05-12,20.9,rainy,0,0
2025-05-13,23.7,sunny,0,0
2025-05-14,27.3,sunny,0,0
2025-05-15,24.2,snowy,0,0
2025-05-16,25.6,cloudy,0,0
2025-05-17,27.0,sunny,1,1
2025-05-18,23.2,snowy,1,1
2025-05-19,20.8,cloudy,0,0
2025-05-20,20.6,sunny,0,0
2025-05-21,25.3,sunny,0,0
2025-05-22,18.5,cloudy,0,0
2025-05-23,22.7,sunny,0,0
2025-05-24,20.7,sunny,1,1
2025-05-25,18.3,sunny,1,1
2025-05-26,13.4,sunny,0,0
2025-05-27,19.7,cloudy,0,0
2025-05-28,18.7,sunny,0,0
2025-05-29,19.2,sunny,0,0
2025-05-30,24.2,sunny,0,0
2025-05-31,19.4,cloudy,1,1
2025-06-01,25.0,sunny,1,1
2025-06-02,18.5,cloudy,0,0
2025-06-03,17.9,rainy,0,0
2025-06-04,20.2,sunny,0,0
2025-06-05,12.2,sunny,0,0
2025-06-06,19.2,sunny,1,0
2025-06-07,18.8,sunny,1,1
2025-06-08,17.1,cloudy,1,1
2025-06-09,27.6,sunny,0,0
2025-06-10,13.9,sunny,0,0
2025-06-11,16.8,rainy,0,0
2025-06-12,19.7,cloudy,0,0
2025-06-13,14.2,sunny,0,0
2025-06-14,19.3,sunny,1,1
2025-06-15,17.8,sunny,1,1
2025-06-16,17.3,sunny,0,0
2025-06-17,20.3,sunny,0,0
2025-06-18,15.1,rainy,1,0
2025-06-19,9.8,cloudy,0,0
2025-06-20,15.8,sunny,0,0
2025-06-21,11.8,sunny,1,1
2025-06-22,13.7,sunny,1,1
2025-06-23,14.7,snowy,0,0
2025-06-24,16.6,sunny,0,0
2025-06-25,13.6,sunny,0,0
2025-06-26,16.5,cloudy,0,0
2025-06-27,17.1,cloudy,0,0
2025-06-28,11.3,sunny,1,1
2025-06-29,17.1,snowy,1,1
2025-06-30,9.8,cloudy,0,0
2025-07-01,10.1,sunny,0,0
2025-07-02,15.3,sunny,0,0
2025-07-03,12.5,rainy,0,0
2025-07-04,8.6,sunny,0,0
2025-07-05,17.1,sunny,1,1
2025-07-06,10.3,rainy,1,1
2025-07-07,13.6,sunny,1,0
2025-07-08,9.6,sunny,0,0
2025-07-09,11.1,sunny,0,0
2025-07-10,12.0,cloudy,0,0
2025-07-11,12.8,sunny,0,0
2025-07-12,16.1,sunny,1,1
2025-07-13,13.9,sunny,1,1
2025-07-14,10.9,sunny,0,0
2025-07-15,12.2,rainy,0,0
2025-07-16,14.5,cloudy,0,0
2025-07-17,8.7,cloudy,0,0
2025-07-18,11.1,cloudy,0,0
2025-07-19,6.0,sunny,1,1
2025-07-20,5.3,cloudy,1,1
2025-07-21,11.2,sunny,0,0
2025-07-22,8.6,sunny,0,0
2025-07-23,6.8,snowy,0,0
2025-07-24,9.4,sunny,0,0
2025-07-25,6.0,sunny,0,0
2025-07-26,13.3,sunny,1,1
2025-07-27,6.6,cloudy,1,1
2025-07-28,4.7,cloudy,1,0
2025-07-29,15.9,sunny,0,0
2025-07-30,6.6,cloudy,0,0
2025-07-31,8.0,cloudy,0,0
2025-08-01,10.9,rainy,0,0
2025-08-02,6.9,sunny,1,1
2025-08-03,5.2,sunny,1,1
2025-08-04,5.2,sunny,0,0
2025-08-05,5.2,cloudy,0,0
2025-08-06,5.6,cloudy,0,0
2025-08-07,7.6,rainy,0,0
2025-08-08,7.5,sunny,0,0
2025-08-09,11.7,cloudy,1,1
2025-08-10,7.7,sunny,1,1
2025-08-11,11.6,sunny,0,0
2025-08-12,3.2,cloudy,0,0
2025-08-13,4.5,cloudy,0,0
2025-08-14,4.3,rainy,0,0
2025-08-15,1.8,snowy,0,0
2025-08-16,10.3,sunny,1,1
2025-08-17,2.4,sunny,1,1
2025-08-18,7.1,sunny,0,0
2025-08-19,8.9,sunny,0,0
2025-08-20,7.8,cloudy,0,0
2025-08-21,4.0,cloudy,0,0
2025-08-22,7.1,sunny,0,0
2025-08-23,4.2,sunny,1,1
2025-08-24,7.6,sunny,1,1
2025-08-25,3.6,sunny,0,0
2025-08-26,8.5,sunny,0,0
2025-08-27,9.5,sunny,0,0
2025-08-28,5.1,sunny,0,0
2025-08-29,0.5,sunny,0,0
2025-08-30,4.6,sunny,1,1
2025-08-31,0.7,rainy,1,1
2025-09-01,3.6,sunny,0,0
2025-09-02,7.2,sunny,0,0
2025-09-03,6.3,cloudy,0,0
2025-09-04,4.3,sunny,0,0
2025-09-05,4.2,rainy,0,0
2025-09-06,-0.7,rainy,1,1
2025-09-07,2.1,sunny,1,1
2025-09-08,0.7,sunny,0,0
2025-09-09,4.3,sunny,0,0
2025-09-10,3.3,rainy,0,0
2025-09-11,-0.0,cloudy,0,0
2025-09-12,7.5,sunny,0,0
2025-09-13,3.5,sunny,1,1
2025-09-14,5.6,cloudy,1,1
2025-09-15,-0.3,cloudy,0,0
2025-09-16,4.7,cloudy,0,0
2025-09-17,2.8,sunny,0,0
2025-09-18,3.7,sunny,0,0
2025-09-19,-2.9,sunny,0,0
2025-09-20,4.8,sunny,1,1
2025-09-21,2.9,sunny,1,1
2025-09-22,4.4,rainy,0,0
2025-09-23,3.1,sunny,0,0
2025-09-24,4.3,sunny,0,0
2025-09-25,3.7,sunny,0,0
2025-09-26,-1.1,sunny,0,0
2025-09-27,0.7,sunny,1,1
2025-09-28,8.0,sunny,1,1
2025-09-29,0.0,sunny,0,0
2025-09-30,-6.4,cloudy,0,0
2025-10-01,3.8,sunny,0,0
2025-10-02,2.2,sunny,0,0
2025-10-03,3.2,sunny,0,0
2025-10-04,-0.1,sunny,1,1
2025-10-05,-3.2,rainy,1,1
2025-10-06,-0.6,sunny,0,0
2025-10-07,-1.5,rainy,0,0
2025-10-08,0.7,snowy,0,0
2025-10-09,0.3,sunny,0,0
2025-10-10,2.0,sunny,0,0
2025-10-11,-0.1,sunny,1,1
2025-10-12,1.5,cloudy,1,1
2025-10-13,5.2,cloudy,0,0
2025-10-14,2.7,sunny,1,0
2025-10-15,2.6,sunny,0,0
2025-10-16,-2.5,cloudy,0,0
2025-10-17,0.4,rainy,0,0
2025-10-18,6.4,snowy,1,1
2025-10-19,8.1,sunny,1,1
2025-10-20,-5.0,sunny,0,0
2025-10-21,3.2,snowy,0,0
2025-10-22,3.9,sunny,0,0
2025-10-23,-0.4,cloudy,0,0
2025-10-24,1.1,sunny,0,0
2025-10-25,0.9,rainy,1,1
2025-10-26,-1.4,sunny,1,1
2025-10-27,1.4,cloudy,0,0
2025-10-28,4.1,sunny,0,0
2025-10-29,4.5,sunny,0,0
2025-10-30,6.7,sunny,0,0
2025-10-31,2.1,sunny,0,0
2025-11-01,5.9,cloudy,1,1
2025-11-02,5.1,sunny,1,1
2025-11-03,1.5,cloudy,0,0
2025-11-04,2.3,sunny,0,0
2025-11-05,2.4,sunny,0,0
2025-11-06,3.2,sunny,0,0
2025-11-07,-3.9,rainy,0,0
2025-11-08,3.4,sunny,1,1
2025-11-09,8.0,sunny,1,1
2025-11-10,1.6,cloudy,0,0
2025-11-11,4.4,sunny,0,0
2025-11-12,-1.7,sunny,0,0
2025-11-13,2.8,sunny,0,0
2025-11-14,5.2,sunny,1,0
2025-11-15,5.1,rainy,1,1
2025-11-16,5.0,cloudy,1,1
2025-11-17,8.0,sunny,0,0
2025-11-18,0.7,cloudy,0,0
2025-11-19,7.6,cloudy,0,0
2025-11-20,4.4,cloudy,0,0
2025-11-21,3.4,sunny,0,0
2025-11-22,15.1,sunny,1,1
2025-11-23,11.5,cloudy,1,1
2025-11-24,8.0,rainy,0,0
2025-11-25,2.5,sunny,0,0
2025-11-26,-0.8,sunny,0,0
2025-11-27,6.7,sunny,0,0
2025-11-28,3.6,rainy,0,0
2025-11-29,6.7,sunny,1,1
2025-11-30,5.3,sunny,1,1
2025-12-01,8.3,cloudy,0,0
2025-12-02,8.3,cloudy,0,0
2025-12-03,3.3,sunny,0,0
2025-12-04,8.3,sunny,0,0
2025-12-05,9.9,cloudy,0,0
2025-12-06,7.7,sunny,1,1
2025-12-07,9.3,sunny,1,1
2025-12-08,9.3,sunny,0,0
2025-12-09,5.6,cloudy,0,0
2025-12-10,8.1,cloudy,0,0
2025-12-11,8.8,cloudy,0,0
2025-12-12,10.7,cloudy,0,0
2025-12-13,9.9,sunny,1,1
2025-12-14,6.4,sunny,1,1
2025-12-15,8.7,sunny,0,0
2025-12-16,13.2,cloudy,0,0
2025-12-17,10.4,sunny,0,0
2025-12-18,7.4,snowy,0,0
2025-12-19,9.1,rainy,0,0
2025-12-20,5.7,sunny,1,1
2025-12-21,15.5,sunny,1,1
2025-12-22,12.7,sunny,0,0
2025-12-23,8.9,sunny,1,0
2025-12-24,15.3,cloudy,0,0
2025-12-25,12.8,sunny,0,0
2025-12-26,19.1,sunny,0,0
2025-12-27,16.8,sunny,1,1
2025-12-28,11.4,rainy,1,1
2025-12-29,12.9,sunny,0,0
2025-12-30,15.8,sunny,0,0
2025-12-31,14.3,rainy,0,0
2026-01-01,20.7,rainy,1,0
2026-01-02,15.0,cloudy,0,0
2026-01-03,11.5,sunny,1,1
2026-01-04,17.6,sunny,1,1
2026-01-05,16.6,cloudy,0,0
2026-01-06,16.1,sunny,0,0
2026-01-07,16.8,cloudy,0,0
2026-01-08,20.4,sunny,0,0
2026-01-09,17.5,cloudy,0,0
2026-01-10,13.6,sunny,1,1
2026-01-11,16.0,sunny,1,1
2026-01-12,20.2,rainy,0,0
2026-01-13,10.4,cloudy,0,0
2026-01-14,17.4,sunny,0,0
2026-01-15,19.4,sunny,0,0
2026-01-16,17.0,sunny,0,0
2026-01-17,18.5,cloudy,1,1
2026-01-18,21.2,rainy,1,1
2026-01-19,12.7,cloudy,0,0
2026-01-20,21.0,sunny,0,0
2026-01-21,18.8,snowy,0,0
2026-01-22,21.8,sunny,0,0
2026-01-23,23.1,sunny,0,0
2026-01-24,16.1,sunny,1,1
2026-01-25,20.6,sunny,1,1
2026-01-26,17.2,cloudy,0,0
2026-01-27,21.5,sunny,0,0
2026-01-28,18.0,rainy,0,0
2026-01-29,19.3,sunny,0,0
2026-01-30,21.0,sunny,0,0
2026-01-31,23.5,sunny,1,1
2026-02-01,20.0,snowy,1,1
2026-02-02,23.8,sunny,0,0
2026-02-03,14.3,sunny,0,0
2026-02-04,18.8,sunny,0,0
2026-02-05,19.5,cloudy,0,0
2026-02-06,19.9,sunny,0,0
2026-02-07,22.3,cloudy,1,1
2026-02-08,17.2,sunny,1,1
2026-02-09,13.4,cloudy,0,0
2026-02-10,22.2,rainy,0,0
2026-02-11,19.8,sunny,0,0
2026-02-12,17.0,sunny,0,0
2026-02-13,23.5,sunny,0,0
2026-02-14,20.9,sunny,1,1
2026-02-15,17.9,cloudy,1,1
2026-02-16,21.0,rainy,0,0
2026-02-17,26.1,sunny,0,0
2026-02-18,23.1,sunny,0,0
2026-02-19,22.2,cloudy,0,0
2026-02-20,23.9,sunny,0,0
2026-02-21,24.6,snowy,1,1
2026-02-22,24.4,sunny,1,1
2026-02-23,19.8,rainy,0,0
2026-02-24,23.7,sunny,0,0
2026-02-25,21.1,cloudy,0,0
2026-02-26,26.6,rainy,0,0
2026-02-27,22.9,rainy,0,0
2026-02-28,16.3,rainy,1,1
2026-03-01,23.8,cloudy,1,1
2026-03-02,18.8,sunny,0,0
2026-03-03,28.3,sunny,1,0
2026-03-04,20.2,sunny,0,0
2026-03-05,19.7,sunny,0,0
2026-03-06,22.3,cloudy,0,0
2026-03-07,18.5,cloudy,1,1
2026-03-08,27.7,cloudy,1,1
2026-03-09,25.0,sunny,0,0
2026-03-10,25.6,sunny,0,0
2026-03-11,25.3,sunny,0,0
2026-03-12,24.1,sunny,0,0
2026-03-13,22.2,rainy,0,0
2026-03-14,24.8,sunny,1,1
2026-03-15,26.5,cloudy,1,1
2026-03-16,28.2,sunny,0,0
2026-03-17,24.2,snowy,0,0
2026-03-18,24.8,cloudy,0,0
2026-03-19,26.9,sunny,0,0
2026-03-20,23.7,sunny,0,0
2026-03-21,26.1,sunny,1,1
2026-03-22,27.9,sunny,1,1
2026-03-23,22.9,sunny,0,0
2026-03-24,32.0,sunny,0,0
2026-03-25,21.9,sunny,0,0
2026-03-26,25.2,sunny,0,0
2026-03-27,23.1,sunny,0,0
2026-03-28,30.8,sunny,1,1
2026-03-29,25.6,sunny,1,1
2026-03-30,23.5,rainy,0,0
2026-03-31,25.2,sunny,0,0
2026-04-01,25.3,sunny,0,0
2026-04-02,30.9,cloudy,0,0
2026-04-03,25.4,sunny,0,0
2026-04-04,26.5,sunny,1,1
2026-04-05,25.0,sunny,1,1
2026-04-06,24.4,rainy,0,0
2026-04-07,30.1,sunny,0,0
2026-04-08,23.1,rainy,0,0
2026-04-09,21.8,sunny,0,0
2026-04-10,27.1,cloudy,0,0
2026-04-11,27.2,rainy,1,1
2026-04-12,17.2,sunny,1,1
2026-04-13,29.0,rainy,0,0
2026-04-14,30.5,rainy,0,0
2026-04-15,21.8,sunny,0,0
2026-04-16,25.8,cloudy,0,0
2026-04-17,22.9,snowy,0,0
2026-04-18,23.6,snowy,1,1
2026-04-19,25.3,sunny,1,1
2026-04-20,30.2,cloudy,0,0
2026-04-21,23.2,sunny,0,0
2026-04-22,28.3,cloudy,0,0
2026-04-23,24.9,snowy,0,0
2026-04-24,31.3,sunny,0,0
2026-04-25,29.2,cloudy,1,1
2026-04-26,22.9,sunny,1,1
2026-04-27,24.6,snowy,0,0
2026-04-28,25.9,sunny,0,0
2026-04-29,26.5,sunny,0,0
2026-04-30,24.9,sunny,0,0
2026-05-01,26.0,sunny,0,0
2026-05-02,28.6,sunny,1,1
2026-05-03,24.5,rainy,1,1
2026-05-04,22.3,sunny,0,0
2026-05-05,22.6,sunny,0,0
2026-05-06,19.0,cloudy,0,0
2026-05-07,20.8,sunny,0,0
2026-05-08,24.8,cloudy,0,0
2026-05-09,22.2,sunny,1,1
2026-05-10,21.3,sunny,1,1
2026-05-11,26.9,sunny,0,0
2026-05-12,25.9,cloudy,0,0
2026-05-13,24.2,rainy,0,0
2026-05-14,23.0,cloudy,0,0
2026-05-15,21.8,cloudy,0,0
2026-05-16,21.0,sunny,1,1
2026-05-17,20.6,cloudy,1,1
2026-05-18,19.7,rainy,0,0
2026-05-19,21.6,sunny,0,0
2026-05-20,24.4,sunny,0,0
2026-05-21,22.3,sunny,0,0
2026-05-22,24.9,cloudy,0,0
